a_x,a_y,a_z,roll,pitch,yaw,timestamp,temp
-0.00,-0.00,1.00,-0.09,-0.15,0.04,9340,22.32
-0.00,-0.00,1.00,-0.09,-0.02,-0.01,9345,22.32
-0.00,-0.00,1.00,-0.06,0.01,-0.02,9348,22.32
-0.00,-0.00,1.00,0.05,0.03,-0.04,9352,22.29
-0.00,-0.00,1.00,0.09,0.03,-0.02,9356,22.29
-0.00,-0.00,1.00,0.14,0.03,-0.02,9359,22.29
0.00,-0.00,1.00,0.13,0.03,-0.02,9363,22.27
0.00,-0.00,1.00,0.03,0.09,-0.04,9367,22.27
0.00,-0.00,1.00,-0.01,0.12,-0.05,9370,22.27
0.00,-0.00,1.00,-0.04,0.17,-0.05,9374,22.27
-0.00,-0.00,1.00,-0.06,0.20,-0.05,9378,22.27
-0.00,0.00,1.00,-0.04,0.21,-0.05,9381,22.27
-0.00,0.00,1.00,-0.03,0.20,-0.07,9385,22.30
-0.00,0.00,1.00,-0.01,0.18,-0.05,9390,22.30
-0.00,-0.00,1.00,0.00,0.15,-0.04,9393,22.30
-0.00,0.00,1.00,0.02,0.12,0.04,9397,22.28
-0.00,0.00,1.00,0.03,0.12,0.05,9401,22.28
-0.00,0.00,1.00,0.02,0.15,0.04,9404,22.28
-0.00,0.00,1.00,0.00,0.15,0.05,9408,22.28
0.00,0.00,1.00,0.00,0.12,0.10,9412,22.28
0.00,0.00,1.00,0.02,0.08,0.11,9415,22.28
0.00,0.00,1.00,0.06,0.03,0.10,9419,22.31
0.00,0.00,1.00,0.06,0.01,0.05,9423,22.31
0.00,0.00,1.00,0.02,0.03,-0.02,9426,22.31
0.00,0.00,1.00,-0.03,0.01,-0.05,9431,22.31
-0.00,0.00,1.00,-0.07,-0.02,-0.02,9435,22.31
-0.00,0.00,1.00,-0.07,-0.03,0.01,9438,22.31
-0.00,0.00,1.00,-0.04,-0.05,0.04,9442,22.28
-0.00,0.00,1.00,-0.01,-0.05,0.02,9446,22.28
0.00,0.00,1.00,0.03,-0.08,-0.05,9449,22.28
0.00,0.00,1.00,0.05,-0.08,-0.08,9453,22.26
-0.00,0.00,1.00,0.02,-0.06,-0.08,9457,22.26
-0.00,0.00,1.00,-0.03,-0.05,-0.04,9460,22.26
-0.00,0.00,1.00,-0.06,-0.03,0.05,9464,22.29
-0.00,0.00,1.00,-0.06,-0.05,0.07,9468,22.29
-0.00,0.00,1.00,-0.04,-0.11,0.02,9472,22.29
-0.00,0.00,1.00,-0.03,-0.14,-0.01,9476,22.25
-0.00,0.00,1.00,0.03,-0.25,-0.01,9480,22.25
0.00,0.00,1.00,0.05,-0.26,0.01,9483,22.25
0.00,0.00,1.00,0.00,-0.21,-0.01,9487,22.27
0.00,0.00,1.00,-0.04,-0.17,-0.02,9491,22.27
-0.00,0.00,1.00,-0.13,-0.12,-0.04,9494,22.27
-0.00,0.00,1.00,-0.16,-0.12,-0.02,9498,22.27
-0.00,0.00,1.00,-0.12,-0.14,0.01,9502,22.27
-0.00,0.00,1.00,-0.07,-0.14,0.02,9505,22.27
-0.00,0.00,1.00,-0.01,-0.15,0.04,9509,22.28
0.00,0.00,1.00,-0.01,-0.12,0.02,9513,22.28
0.00,0.00,1.00,-0.04,-0.02,-0.01,9517,22.28
-0.00,0.00,1.00,-0.06,0.03,-0.02,9521,22.29
-0.00,0.00,1.00,-0.06,0.04,-0.04,9525,22.29
-0.00,0.00,1.00,-0.03,0.04,-0.04,9528,22.29
-0.00,0.00,1.00,-0.01,0.04,-0.04,9532,22.30
-0.00,-0.00,1.00,-0.01,0.04,0.01,9536,22.30
-0.00,-0.00,1.00,-0.01,0.06,0.02,9539,22.30
0.00,-0.00,1.00,-0.01,0.06,0.04,9543,22.31
0.00,-0.00,1.00,-0.01,0.04,0.04,9547,22.31
0.00,0.00,1.00,-0.04,-0.03,0.04,9550,22.31
-0.00,0.00,1.00,-0.06,-0.08,0.01,9554,22.32
-0.00,0.00,1.00,-0.01,-0.14,-0.05,9559,22.32
-0.00,-0.00,1.00,0.03,-0.15,-0.05,9563,22.27
-0.00,-0.00,1.00,0.13,-0.17,0.01,9566,22.27
-0.00,0.00,1.00,0.14,-0.18,0.02,9570,22.27
-0.00,0.00,1.00,0.13,-0.18,0.01,9574,22.23
0.00,0.00,1.00,0.06,-0.17,-0.04,9577,22.23
-0.00,0.00,1.00,0.00,-0.15,-0.04,9581,22.23
-0.00,0.00,1.00,-0.07,-0.12,-0.08,9585,22.33
-0.00,0.00,1.00,-0.09,-0.11,-0.08,9589,22.33
0.00,0.00,1.00,-0.04,-0.05,-0.07,9592,22.33
0.00,0.00,1.00,0.00,-0.00,-0.05,9596,22.28
0.00,0.00,1.00,0.03,0.03,-0.01,9601,22.28
-0.00,-0.00,1.00,0.02,0.01,0.01,9604,22.28
-0.00,0.00,1.00,-0.03,-0.00,-0.01,9608,22.32
-0.00,0.00,1.00,-0.03,-0.00,-0.02,9612,22.32
0.00,0.00,1.00,0.00,0.01,0.01,9616,22.32
0.00,0.00,1.00,0.02,0.03,0.02,9619,22.29
-0.00,0.00,1.00,0.00,0.11,0.02,9623,22.29
-0.00,0.00,1.00,-0.01,0.15,0.01,9627,22.29
-0.00,0.00,1.00,-0.01,0.26,-0.02,9630,22.30
0.00,-0.00,1.00,-0.03,0.29,-0.02,9634,22.30
0.00,-0.00,1.00,-0.10,0.33,-0.02,9638,22.30
0.00,-0.00,1.00,-0.13,0.35,-0.04,9641,22.30
0.00,0.00,1.00,-0.18,0.37,-0.05,9646,22.30
-0.00,0.00,1.00,-0.18,0.35,-0.05,9650,22.30
-0.00,0.00,1.00,-0.12,0.27,-0.04,9653,22.28
-0.00,0.00,1.00,-0.07,0.23,-0.04,9657,22.28
-0.00,-0.00,1.00,0.00,0.14,-0.02,9661,22.28
-0.00,-0.00,1.00,0.02,0.09,0.01,9664,22.28
-0.00,0.00,1.00,0.00,0.06,0.02,9668,22.28
-0.00,0.00,1.00,-0.01,0.08,0.02,9672,22.28
-0.00,0.00,1.00,-0.01,0.12,-0.02,9675,22.25
0.00,0.00,1.00,0.00,0.14,-0.04,9679,22.25
-0.00,0.00,1.00,0.02,0.14,-0.05,9683,22.25
-0.00,0.00,1.00,0.05,0.14,-0.07,9687,22.25
-0.00,0.00,1.00,0.08,0.12,-0.07,9691,22.25
-0.00,0.00,1.00,0.14,0.09,-0.04,9695,22.25
-0.00,0.00,1.00,0.14,0.08,-0.02,9698,22.30
-0.00,-0.00,1.00,0.09,0.01,-0.02,9702,22.30
-0.00,-0.00,1.00,0.08,-0.00,-0.02,9706,22.30
-0.00,0.00,1.00,0.05,-0.02,0.01,9709,22.28
-0.00,0.00,1.00,0.05,-0.00,0.01,9713,22.28
-0.00,0.00,1.00,0.02,0.06,-0.02,9717,22.28
-0.00,0.00,1.00,0.02,0.11,-0.02,9720,22.31
-0.00,-0.00,1.00,0.00,0.14,0.01,9724,22.31
-0.00,-0.00,1.00,-0.01,0.12,0.02,9729,22.31
-0.00,0.00,1.00,-0.07,0.11,-0.01,9732,22.29
-0.00,0.00,1.00,-0.09,0.09,-0.04,9736,22.29
-0.00,0.00,1.00,-0.10,0.11,-0.08,9740,22.29
-0.00,-0.00,1.00,-0.09,0.14,-0.10,9744,22.29
-0.00,-0.00,1.00,-0.03,0.23,-0.07,9747,22.29
-0.00,-0.00,1.00,0.00,0.26,-0.02,9751,22.29
-0.00,0.00,1.00,0.00,0.23,0.01,9755,22.29
-0.00,0.00,1.00,-0.03,0.17,0.01,9759,22.29
-0.00,0.00,1.00,-0.04,0.15,0.01,9762,22.29
-0.00,-0.00,1.00,-0.04,0.15,-0.02,9766,22.29
-0.00,-0.00,1.00,-0.04,0.15,-0.04,9771,22.29
-0.00,-0.00,1.00,-0.06,0.15,-0.08,9775,22.31
-0.00,-0.00,1.00,-0.07,0.15,-0.10,9778,22.31
-0.00,0.00,1.00,-0.06,0.18,-0.07,9782,22.31
-0.00,0.00,1.00,-0.04,0.20,-0.05,9786,22.32
-0.00,0.00,1.00,-0.03,0.21,-0.01,9790,22.32
-0.00,0.00,1.00,-0.03,0.21,0.01,9793,22.32
-0.00,0.00,1.00,-0.07,0.18,0.02,9797,22.29
-0.00,0.00,1.00,-0.07,0.14,0.01,9801,22.29
0.00,0.00,1.00,-0.04,-0.00,-0.01,9804,22.29
-0.00,0.00,1.00,-0.03,-0.06,0.01,9808,22.30
-0.00,0.00,1.00,-0.04,-0.15,0.01,9812,22.30
-0.00,0.00,1.00,-0.04,-0.17,0.01,9817,22.30
0.00,0.00,1.00,-0.03,-0.15,0.02,9820,22.32
0.00,0.00,1.00,-0.01,-0.14,0.04,9824,22.32
0.00,0.00,1.00,0.02,-0.17,0.04,9828,22.32
0.00,0.00,1.00,0.02,-0.18,0.04,9831,22.30
-0.00,0.00,1.00,0.00,-0.20,0.02,9835,22.30
-0.00,0.00,1.00,-0.01,-0.20,0.01,9839,22.30
-0.00,0.00,1.00,-0.04,-0.18,0.01,9842,22.33
-0.00,0.00,1.00,-0.06,-0.15,0.02,9846,22.33
0.00,0.00,1.00,-0.04,-0.08,0.04,9850,22.33
0.00,0.00,1.00,-0.01,-0.05,0.04,9853,22.30
0.00,-0.00,1.00,0.03,-0.00,-0.01,9858,22.30
-0.00,-0.00,1.00,0.05,-0.00,-0.02,9862,22.30
-0.00,-0.00,1.00,0.06,0.04,-0.04,9865,22.31
0.00,-0.00,1.00,0.05,0.08,-0.07,9869,22.31
0.00,-0.00,1.00,0.00,0.09,-0.10,9873,22.31
0.00,-0.00,1.00,-0.01,0.06,-0.08,9876,22.30
0.00,0.00,1.00,-0.03,-0.02,-0.05,9880,22.30
0.00,0.00,1.00,-0.01,-0.05,-0.05,9884,22.30
0.00,0.00,1.00,0.02,-0.06,-0.07,9888,22.32
0.00,0.00,1.00,0.03,-0.06,-0.07,9891,22.32
-0.00,0.00,1.00,0.06,-0.09,-0.05,9895,22.32
-0.00,0.00,1.00,0.08,-0.09,-0.05,9900,22.26
0.00,-0.00,1.00,0.06,-0.05,-0.04,9903,22.26
0.00,-0.00,1.00,0.02,-0.00,-0.04,9907,22.29
-0.00,-0.00,1.00,-0.09,0.04,-0.04,9911,22.29
0.00,0.00,1.00,-0.12,0.03,-0.01,9915,22.29
0.00,0.00,1.00,-0.07,-0.00,0.05,9918,22.28
0.00,0.00,1.00,-0.04,-0.00,0.07,9922,22.28
-0.00,-0.00,1.00,0.02,-0.02,0.02,9926,22.28
-0.00,0.00,1.00,0.03,-0.02,-0.01,9929,22.28
-0.00,0.00,1.00,0.02,0.03,-0.04,9933,22.28
-0.00,0.00,1.00,0.00,0.04,-0.04,9937,22.28
-0.00,0.00,1.00,0.02,0.06,-0.02,9940,22.29
0.00,-0.00,1.00,0.03,0.06,-0.04,9945,22.29
0.00,0.00,1.00,0.05,0.04,-0.04,9949,22.29
0.00,0.00,1.00,0.03,0.03,-0.02,9952,22.35
0.00,0.00,1.00,0.00,0.01,-0.01,9956,22.35
0.00,0.00,1.00,0.00,0.03,0.01,9960,22.35
0.00,0.00,1.00,0.00,0.04,-0.01,9963,22.26
0.00,0.00,1.00,-0.01,0.04,-0.02,9967,22.26
-0.00,0.00,1.00,-0.06,-0.00,-0.01,9971,22.26
-0.00,0.00,1.00,-0.07,-0.05,0.01,9974,22.31
-0.00,0.00,1.00,-0.06,-0.12,0.01,9978,22.31
-0.00,0.00,1.00,-0.06,-0.17,-0.01,9982,22.31
0.00,0.00,1.00,-0.04,-0.21,-0.04,9986,22.31
0.00,0.00,1.00,-0.04,-0.21,-0.05,9990,22.31
0.00,-0.00,1.00,-0.01,-0.20,-0.05,9994,22.31
