a_x,a_y,a_z,roll,pitch,yaw,timestamp,temp
-0.00,-0.00,1.00,-0.10,0.00,-0.06,8657,22.07
0.00,0.00,1.00,-0.12,0.08,-0.05,8662,22.04
0.00,0.00,1.00,-0.10,0.09,-0.03,8665,22.04
0.00,-0.00,1.00,-0.04,0.09,-0.00,8669,22.04
0.00,-0.00,1.00,-0.01,0.08,0.02,8673,22.06
0.00,0.00,1.00,-0.01,0.05,0.02,8676,22.06
0.00,0.00,1.00,-0.03,0.03,-0.00,8680,22.06
0.00,0.00,1.00,-0.03,-0.04,-0.02,8684,22.05
0.00,0.00,1.00,-0.04,-0.06,-0.00,8687,22.05
0.00,0.00,1.00,-0.04,-0.06,0.02,8691,22.05
-0.00,-0.00,1.00,-0.04,-0.04,0.03,8695,22.05
-0.01,0.00,1.00,-0.06,0.06,-0.00,8698,22.05
-0.01,-0.00,1.00,-0.06,0.22,-0.09,8702,22.05
-0.00,0.00,1.01,-0.12,0.41,-0.27,8707,22.03
0.00,0.00,1.00,-0.21,0.28,-0.23,8711,22.03
-0.00,-0.00,0.99,-0.36,-0.20,0.08,8714,22.03
-0.00,-0.00,0.99,-0.30,-0.29,0.15,8718,22.08
-0.00,0.00,1.00,0.07,-0.03,0.03,8722,22.08
-0.00,0.00,1.00,0.20,0.12,-0.03,8725,22.08
-0.00,0.00,1.00,0.23,0.17,0.08,8729,22.08
-0.00,0.00,1.00,0.16,0.11,0.15,8733,22.08
-0.00,-0.00,1.00,0.02,-0.04,0.20,8736,22.08
-0.00,-0.00,1.00,-0.01,-0.11,0.18,8740,22.03
-0.00,-0.00,1.00,-0.01,-0.15,0.14,8744,22.03
-0.00,-0.00,1.00,0.00,-0.14,0.12,8749,22.03
-0.00,-0.00,1.00,-0.01,-0.06,0.09,8752,22.02
-0.00,-0.00,1.00,-0.03,-0.01,0.08,8756,22.02
-0.00,-0.00,1.00,-0.04,-0.01,0.05,8760,22.02
-0.00,-0.00,1.00,-0.04,-0.06,0.05,8764,22.07
-0.00,-0.00,1.00,-0.04,-0.06,0.05,8768,22.07
-0.00,-0.00,1.00,-0.04,-0.03,0.03,8771,22.07
-0.00,-0.00,1.00,-0.03,-0.01,0.02,8775,22.07
-0.00,-0.00,1.00,0.02,-0.04,0.03,8779,22.07
0.00,-0.00,1.00,0.02,-0.06,0.03,8783,22.07
-0.00,-0.00,1.00,0.00,-0.01,-0.02,8786,22.05
-0.00,-0.00,1.00,-0.01,0.03,-0.03,8791,22.05
-0.00,-0.00,1.00,0.00,0.08,0.02,8795,22.12
0.00,-0.00,1.00,0.02,0.05,0.06,8799,22.12
0.00,-0.00,1.00,0.02,-0.01,0.14,8802,22.12
0.00,0.00,1.00,-0.01,-0.04,0.14,8806,22.06
0.00,0.00,1.00,-0.03,-0.03,0.11,8810,22.06
0.00,0.00,1.00,-0.01,-0.01,0.09,8813,22.06
0.00,-0.00,1.00,0.02,-0.01,0.03,8817,22.06
0.00,-0.00,1.00,0.00,-0.01,0.02,8821,22.06
0.00,0.00,1.00,-0.06,-0.01,-0.02,8824,22.06
0.00,0.00,1.00,-0.06,-0.01,-0.03,8828,22.10
0.00,0.00,1.00,-0.07,-0.03,-0.05,8833,22.10
0.00,0.00,1.00,-0.07,-0.04,-0.05,8836,22.10
0.00,-0.00,1.00,-0.09,0.00,-0.03,8840,22.06
0.00,-0.00,1.00,-0.09,0.05,-0.02,8844,22.06
0.00,-0.00,1.00,-0.09,0.08,-0.00,8848,22.06
0.00,-0.00,1.00,-0.07,0.06,0.02,8851,22.10
0.00,0.00,1.00,-0.04,0.00,0.02,8855,22.10
0.00,0.00,1.00,-0.03,0.00,0.02,8859,22.10
-0.00,0.00,1.00,0.00,0.03,-0.00,8862,22.08
-0.00,-0.00,1.00,0.02,0.02,-0.02,8866,22.08
-0.00,-0.00,1.00,0.02,-0.01,-0.02,8870,22.08
-0.00,-0.00,1.00,0.00,-0.01,-0.02,8873,22.06
0.00,0.00,1.00,-0.03,-0.01,0.02,8878,22.06
0.00,0.00,1.00,-0.06,0.00,0.03,8882,22.06
0.00,0.00,1.00,-0.07,0.03,0.08,8886,22.08
0.00,0.00,1.00,-0.06,0.03,0.09,8889,22.08
0.00,-0.00,1.00,-0.03,0.00,0.08,8893,22.08
-0.00,-0.00,1.00,-0.01,-0.01,0.05,8896,22.06
-0.00,0.00,1.00,-0.01,0.00,0.05,8900,22.06
-0.00,0.00,1.00,-0.01,0.02,0.06,8904,22.06
-0.00,0.00,1.00,-0.03,0.06,0.02,8907,22.05
-0.00,0.00,1.00,-0.03,0.06,-0.02,8911,22.05
-0.00,-0.00,1.00,0.00,0.08,-0.05,8915,22.05
-0.00,-0.00,1.00,0.00,0.08,-0.02,8919,22.05
-0.00,-0.00,1.00,-0.04,0.06,0.06,8923,22.05
-0.00,0.00,1.00,-0.07,0.06,0.09,8927,22.05
-0.00,0.00,1.00,-0.09,0.03,0.09,8931,22.06
0.00,-0.00,1.00,-0.07,0.03,0.08,8934,22.06
0.00,-0.00,1.00,-0.06,0.02,0.03,8938,22.06
0.00,-0.00,1.00,-0.06,0.00,0.03,8942,22.03
-0.00,-0.00,1.00,-0.06,0.03,-0.00,8945,22.03
-0.00,-0.00,1.00,-0.04,0.05,-0.02,8949,22.03
-0.00,-0.00,1.00,-0.01,0.06,-0.03,8953,22.04
-0.00,-0.00,1.00,-0.01,0.03,-0.02,8957,22.04
-0.00,0.00,1.00,-0.04,-0.04,-0.00,8961,22.04
0.00,0.00,1.00,-0.06,-0.07,0.02,8965,22.05
0.00,0.00,1.00,-0.04,-0.12,0.02,8969,22.05
-0.00,-0.00,1.00,-0.01,-0.12,0.02,8973,22.05
-0.00,-0.00,1.00,0.05,-0.07,0.02,8976,22.02
-0.00,-0.00,1.00,0.05,-0.06,0.02,8980,22.02
0.00,-0.00,1.00,-0.01,-0.03,-0.02,8984,22.08
0.00,-0.00,1.00,-0.04,0.02,-0.05,8988,22.08
0.00,-0.00,1.00,-0.04,0.03,-0.06,8991,22.08
0.00,-0.00,1.00,-0.03,0.00,-0.06,8995,22.04
0.00,-0.00,1.00,-0.03,-0.01,-0.05,8999,22.04
-0.00,-0.00,1.00,-0.03,-0.01,-0.02,9004,22.04
-0.00,-0.00,1.00,-0.01,0.00,-0.00,9008,22.07
-0.00,-0.00,1.00,-0.01,0.02,0.02,9011,22.07
-0.00,0.00,1.00,-0.03,0.02,0.02,9015,22.07
0.00,-0.00,1.00,-0.07,0.02,0.03,9019,22.07
0.00,-0.00,1.00,-0.09,0.00,0.03,9023,22.07
0.00,-0.00,1.00,-0.07,0.00,0.08,9026,22.07
0.00,-0.00,1.00,-0.07,-0.01,0.09,9030,22.09
-0.00,0.00,1.00,-0.09,-0.03,0.05,9034,22.09
-0.00,0.00,1.00,-0.09,-0.03,0.02,9037,22.09
-0.00,0.00,1.00,-0.04,-0.04,-0.02,9041,21.99
-0.00,0.00,1.00,-0.04,-0.06,-0.02,9046,21.99
0.00,0.00,1.00,-0.07,-0.03,0.03,9050,21.99
0.00,0.00,1.00,-0.09,0.00,0.05,9053,22.03
0.00,0.00,1.00,-0.06,0.06,0.02,9057,22.03
0.00,0.00,1.00,-0.03,0.08,-0.00,9061,22.03
0.00,0.00,1.00,0.02,0.02,-0.00,9064,22.07
0.00,0.00,1.00,0.02,-0.01,0.02,9068,22.07
0.00,0.00,1.00,-0.01,-0.03,0.05,9072,22.07
0.00,0.00,1.00,-0.03,-0.01,0.05,9075,22.04
-0.00,-0.00,1.00,-0.04,0.02,0.03,9079,22.04
-0.00,-0.00,1.00,-0.06,0.02,0.02,9083,22.04
0.00,-0.00,1.00,-0.06,-0.01,-0.02,9086,22.06
0.00,-0.00,1.00,-0.06,-0.03,-0.02,9091,22.06
-0.00,-0.00,1.00,-0.03,-0.03,-0.00,9095,22.06
-0.00,0.00,1.00,-0.04,-0.03,0.02,9099,22.05
-0.00,0.00,1.00,-0.04,0.02,0.03,9102,22.05
-0.00,0.00,1.00,-0.03,0.03,0.03,9106,22.05
0.00,0.00,1.00,0.02,0.08,-0.02,9110,22.07
-0.00,-0.00,1.00,0.02,0.09,-0.05,9113,22.07
-0.00,0.00,1.00,-0.04,0.06,-0.09,9117,22.04
-0.00,0.00,1.00,-0.06,0.05,-0.09,9121,22.04
-0.00,0.00,1.00,-0.06,0.05,-0.03,9124,22.04
-0.00,0.00,1.00,-0.03,0.05,-0.00,9128,22.05
-0.00,0.00,1.00,0.05,0.03,0.02,9133,22.05
-0.00,0.00,1.00,0.08,0.02,0.02,9136,22.05
-0.00,0.00,1.00,0.07,0.03,-0.00,9140,22.05
0.00,-0.00,1.00,0.02,0.05,-0.02,9144,22.05
0.00,-0.00,1.00,-0.06,0.09,-0.00,9147,22.05
0.00,-0.00,1.00,-0.04,0.09,0.02,9151,22.11
0.00,-0.00,1.00,-0.03,0.08,0.03,9155,22.11
-0.00,-0.00,1.00,-0.03,0.08,0.03,9158,22.11
-0.00,-0.00,1.00,-0.03,0.05,-0.00,9162,22.09
-0.00,-0.00,1.00,-0.01,0.03,-0.00,9166,22.09
-0.00,-0.00,1.00,-0.01,0.05,-0.02,9170,22.09
-0.00,-0.00,1.00,-0.03,0.06,-0.02,9175,22.00
-0.00,0.00,1.00,-0.06,0.08,-0.00,9178,22.00
-0.00,0.00,1.00,-0.04,0.03,0.02,9182,22.00
-0.00,0.00,1.00,-0.03,0.00,0.02,9186,22.04
0.00,0.00,1.00,-0.01,-0.04,0.03,9189,22.04
0.00,0.00,1.00,-0.01,-0.07,0.08,9193,22.04
0.00,0.00,1.00,0.00,-0.07,0.08,9197,22.07
0.00,-0.00,1.00,0.02,-0.06,0.05,9200,22.07
0.00,-0.00,1.00,0.00,-0.03,0.02,9204,22.07
0.00,-0.00,1.00,-0.04,0.02,-0.02,9208,22.07
0.00,-0.00,1.00,-0.07,0.00,-0.03,9211,22.07
0.00,0.00,1.00,-0.10,-0.03,-0.03,9216,22.07
-0.00,0.00,1.00,-0.09,-0.03,-0.03,9220,22.12
-0.00,-0.00,1.00,-0.06,-0.03,-0.05,9224,22.12
-0.00,-0.00,1.00,-0.03,-0.01,-0.05,9227,22.12
-0.00,0.00,1.00,-0.03,0.00,-0.05,9231,22.01
0.00,0.00,1.00,-0.03,0.00,-0.03,9235,22.01
0.00,0.00,1.00,-0.04,0.00,-0.02,9239,22.01
0.00,-0.00,1.00,-0.09,0.02,0.05,9242,22.04
0.00,-0.00,1.00,-0.10,0.05,0.06,9246,22.04
0.00,0.00,1.00,-0.07,0.03,0.06,9250,22.04
-0.00,0.00,1.00,-0.03,0.02,0.06,9253,22.10
-0.00,-0.00,1.00,0.00,0.02,0.06,9257,22.10
0.00,-0.00,1.00,-0.01,0.02,0.06,9262,22.10
0.00,-0.00,1.00,-0.04,0.03,0.05,9265,22.10
0.00,-0.00,1.00,-0.04,0.03,0.03,9269,22.10
0.00,-0.00,1.00,-0.03,0.05,0.05,9273,22.10
-0.00,-0.00,1.00,0.02,0.05,0.05,9276,22.06
-0.00,-0.00,1.00,0.00,0.03,0.05,9280,22.06
-0.00,-0.00,1.00,-0.06,-0.03,0.05,9284,22.06
-0.00,-0.00,1.00,-0.07,-0.04,0.05,9287,22.07
0.00,0.00,1.00,-0.06,-0.04,0.06,9291,22.07
0.00,0.00,1.00,-0.01,-0.01,0.03,9295,22.08
0.00,0.00,1.00,-0.01,0.00,0.03,9298,22.08
0.00,0.00,1.00,-0.03,0.02,0.03,9303,22.08
-0.00,-0.00,1.00,-0.06,0.03,0.05,9307,22.04
0.00,-0.00,1.00,-0.06,0.05,0.06,9310,22.04
0.00,-0.00,1.00,-0.04,0.05,0.08,9314,22.04
0.00,-0.00,1.00,-0.03,0.06,0.06,9318,22.06
-0.00,-0.00,1.00,-0.03,0.05,0.08,9321,22.06
-0.00,-0.00,1.00,-0.03,0.05,0.08,9325,22.06
-0.00,0.00,1.00,-0.01,0.03,0.08,9329,22.04
0.00,0.00,1.00,-0.01,0.03,0.06,9332,22.04
0.00,-0.00,1.00,-0.04,0.02,0.03,9336,22.04
0.00,-0.00,1.00,-0.06,0.02,0.02,9340,22.00
-0.00,-0.00,1.00,-0.06,-0.01,-0.00,9344,22.00
-0.00,-0.00,1.00,-0.06,-0.01,-0.00,9348,22.00
0.00,0.00,1.00,-0.07,-0.01,0.02,9352,22.07
0.00,0.00,1.00,-0.07,0.00,0.05,9356,22.07
0.00,0.00,1.00,-0.12,0.02,0.06,9359,22.07
0.00,0.00,1.00,-0.13,0.03,0.06,9363,22.06
0.00,0.00,1.00,-0.15,0.05,0.02,9367,22.06
0.00,0.00,1.00,-0.13,0.03,-0.00,9370,22.06
0.00,0.00,1.00,-0.07,-0.01,-0.05,9374,22.09
-0.00,0.00,1.00,-0.03,-0.03,-0.06,9378,22.09
-0.00,0.00,1.00,0.05,-0.03,-0.00,9381,22.09
-0.00,0.00,1.00,0.05,0.00,0.03,9385,22.06
-0.00,0.00,1.00,-0.03,0.05,0.02,9390,22.06
-0.00,0.00,1.00,-0.07,0.05,-0.00,9393,22.06
-0.00,0.00,1.00,-0.12,0.05,-0.02,9397,22.08
-0.00,0.00,1.00,-0.10,0.03,-0.00,9401,22.08
-0.00,0.00,1.00,-0.03,0.00,-0.00,9404,22.08
-0.00,0.00,1.00,0.00,-0.01,-0.00,9408,22.06
-0.00,0.00,1.00,0.03,0.02,0.02,9412,22.06
-0.00,0.00,1.00,0.03,0.03,0.02,9415,22.06
-0.00,0.00,1.00,0.00,0.08,0.02,9419,22.08
-0.00,-0.00,1.00,-0.04,0.08,0.02,9423,22.08
0.00,-0.00,1.00,-0.10,0.06,0.02,9426,22.08
0.00,-0.00,1.00,-0.10,0.05,0.02,9431,22.09
0.00,0.00,1.00,-0.06,0.00,0.02,9435,22.09
0.00,0.00,1.00,-0.01,-0.01,0.03,9438,22.09
0.00,0.00,1.00,0.05,-0.04,0.06,9442,22.03
0.00,0.00,1.00,0.07,-0.03,0.08,9446,22.03
0.00,0.00,1.00,0.02,0.02,0.05,9449,22.03
0.00,0.00,1.00,-0.01,0.03,0.02,9453,22.10
0.00,-0.00,1.00,-0.03,0.02,-0.03,9457,22.10
0.00,-0.00,1.00,-0.01,0.02,-0.05,9460,22.10
-0.00,-0.00,1.00,0.03,-0.01,-0.08,9464,22.07
-0.00,-0.00,1.00,0.03,-0.03,-0.11,9468,22.07
-0.00,-0.00,1.00,0.00,-0.03,-0.14,9472,22.07
-0.00,-0.00,1.00,-0.03,-0.03,-0.12,9476,22.04
-0.00,-0.00,1.00,-0.07,0.00,-0.06,9480,22.04
0.00,-0.00,1.00,-0.06,0.00,-0.00,9484,22.04
0.00,0.00,1.00,0.00,0.03,0.06,9487,22.06
0.00,0.00,1.00,0.03,0.03,0.06,9491,22.06
0.00,0.00,1.00,0.05,0.06,-0.00,9495,22.06
-0.00,0.00,1.00,0.03,0.06,-0.03,9498,22.05
-0.00,-0.00,1.00,0.00,0.05,-0.05,9502,22.05
-0.00,-0.00,1.00,-0.01,0.05,-0.03,9506,22.05
-0.00,-0.00,1.00,-0.04,0.02,0.06,9509,22.09
-0.00,0.00,1.00,-0.04,0.02,0.11,9513,22.09
-0.00,0.00,1.00,-0.04,0.02,0.11,9518,22.09
-0.00,0.00,1.00,-0.04,0.02,0.08,9521,22.06
-0.00,-0.00,1.00,-0.03,0.02,0.02,9525,22.06
0.00,-0.00,1.00,-0.03,0.02,-0.00,9529,22.06
0.00,-0.00,1.00,-0.03,0.02,-0.00,9532,22.11
0.00,-0.00,1.00,-0.01,-0.01,-0.00,9536,22.11
0.00,-0.00,1.00,-0.01,-0.04,-0.00,9540,22.06
0.00,-0.00,1.00,0.00,-0.04,0.02,9544,22.06
0.00,-0.00,1.00,-0.03,0.00,0.02,9547,22.06
0.00,0.00,1.00,-0.04,0.02,0.02,9551,22.03
0.00,0.00,1.00,-0.03,0.02,0.03,9555,22.03
-0.00,-0.00,1.00,-0.01,0.00,0.05,9559,22.03
0.00,-0.00,1.00,-0.01,-0.03,0.08,9563,22.00
0.00,0.00,1.00,-0.04,-0.04,0.11,9567,22.00
-0.00,-0.00,1.00,-0.10,-0.03,0.14,9570,22.00
-0.00,-0.00,1.00,-0.10,0.00,0.14,9574,22.06
-0.00,-0.00,1.00,-0.06,0.08,0.05,9578,22.06
-0.00,0.00,1.00,-0.04,0.11,-0.00,9582,22.06
-0.00,0.00,1.00,-0.03,0.12,-0.06,9585,22.04
-0.00,0.00,1.00,-0.03,0.12,-0.08,9589,22.04
-0.00,0.00,1.00,-0.01,0.06,-0.05,9593,22.04
-0.00,0.00,1.00,-0.01,0.03,-0.02,9596,22.04
-0.00,0.00,1.00,-0.03,0.00,0.02,9601,22.04
-0.00,0.00,1.00,-0.03,-0.01,0.05,9605,22.04
0.00,-0.00,1.00,-0.03,-0.04,0.08,9609,22.07
0.00,-0.00,1.00,-0.03,-0.06,0.09,9612,22.07
0.00,-0.00,1.00,-0.06,-0.04,0.09,9616,22.07
0.00,-0.00,1.00,-0.06,-0.01,0.08,9620,22.05
-0.00,0.00,1.00,-0.01,0.02,0.06,9624,22.05
-0.00,0.00,1.00,0.03,0.03,0.03,9627,22.05
-0.00,0.00,1.00,0.03,0.05,-0.00,9631,22.03
-0.00,0.00,1.00,0.00,0.05,-0.00,9634,22.03
-0.00,-0.00,1.00,-0.01,0.05,0.02,9638,22.03
-0.00,-0.00,1.00,0.00,0.03,0.02,9643,22.06
0.00,-0.00,1.00,0.02,0.02,0.06,9646,22.06
-0.00,-0.00,1.00,0.02,0.00,0.08,9650,22.06
-0.00,-0.00,1.00,-0.04,-0.03,0.11,9654,22.10
-0.00,-0.00,1.00,-0.06,-0.04,0.11,9658,22.10
-0.00,0.00,1.00,-0.06,-0.07,0.08,9661,22.10
-0.00,-0.00,1.00,-0.07,-0.06,0.08,9665,22.04
-0.00,0.00,1.00,-0.09,-0.01,0.09,9669,22.04
0.00,-0.00,1.00,-0.09,0.00,0.08,9673,22.04
-0.00,-0.00,1.00,-0.06,0.00,0.06,9676,22.05
-0.00,-0.00,1.00,-0.06,-0.01,0.06,9680,22.05
-0.00,-0.00,1.00,-0.09,-0.03,0.08,9684,22.07
-0.00,-0.00,1.00,-0.09,-0.04,0.05,9689,22.07
-0.00,-0.00,1.00,-0.07,-0.06,0.03,9692,22.07
-0.00,0.00,1.00,-0.06,-0.09,-0.03,9696,22.06
-0.00,0.00,1.00,-0.04,-0.11,-0.03,9700,22.06
-0.00,0.00,1.00,-0.04,-0.06,0.05,9704,22.06
-0.00,0.00,1.00,-0.04,-0.03,0.08,9708,22.05
-0.00,0.00,1.00,-0.04,0.02,0.09,9711,22.05
-0.00,0.00,1.00,-0.03,0.02,0.06,9715,22.05
-0.00,0.00,1.00,-0.04,0.02,0.03,9719,22.06
-0.00,0.00,1.00,-0.06,0.03,0.05,9722,22.06
-0.00,0.00,1.00,-0.07,0.03,0.09,9726,22.06
0.00,0.00,1.00,-0.07,0.02,0.09,9731,22.07
0.00,-0.00,1.00,-0.07,-0.03,0.06,9734,22.07
0.00,-0.00,1.00,-0.07,-0.04,0.05,9738,22.07
0.00,-0.00,1.00,-0.04,-0.03,0.03,9742,22.04
-0.00,-0.00,1.00,-0.04,-0.01,0.03,9745,22.04
-0.00,-0.00,1.00,-0.04,0.00,0.06,9749,22.04
-0.00,-0.00,1.00,-0.04,0.02,0.08,9753,22.05
-0.00,-0.00,1.00,-0.04,0.03,0.08,9757,22.05
-0.00,-0.00,1.00,-0.04,0.03,0.06,9760,22.05
0.00,0.00,1.00,-0.09,0.05,0.03,9764,22.04
0.00,0.00,1.00,-0.12,0.05,0.03,9768,22.04
0.00,0.00,1.00,-0.09,0.06,0.03,9772,22.04
-0.00,0.00,1.00,-0.03,0.08,0.05,9776,22.07
0.00,0.00,1.00,0.05,0.05,0.06,9780,22.07
0.00,0.00,1.00,0.03,0.05,0.08,9783,22.07
0.00,0.00,1.00,-0.03,0.03,0.09,9787,22.02
0.00,0.00,1.00,-0.03,0.02,0.09,9791,22.02
0.00,-0.00,1.00,-0.01,-0.01,0.09,9794,22.02
0.00,-0.00,1.00,-0.01,-0.01,0.08,9798,22.08
-0.00,-0.00,1.00,-0.03,-0.03,0.05,9802,22.08
-0.00,-0.00,1.00,-0.03,-0.03,0.03,9805,22.08
0.00,0.00,1.00,0.00,0.00,0.02,9809,22.05
0.00,0.00,1.00,0.00,0.02,0.03,9814,22.05
-0.00,0.00,1.00,-0.03,0.03,0.05,9817,22.05
-0.00,0.00,1.00,-0.06,0.03,0.08,9821,22.05
-0.00,0.00,1.00,-0.09,0.02,0.11,9825,22.05
-0.00,0.00,1.00,-0.09,0.02,0.11,9828,22.05
-0.00,0.00,1.00,-0.07,0.03,0.06,9832,22.03
-0.00,-0.00,1.00,-0.07,0.03,0.03,9836,22.03
-0.00,-0.00,1.00,-0.12,0.03,-0.00,9839,22.03
0.00,-0.00,1.00,-0.12,0.05,-0.00,9843,22.10
0.00,-0.00,1.00,-0.12,0.06,0.02,9847,22.10
0.00,-0.00,1.00,-0.10,0.09,0.05,9850,22.10
0.00,-0.00,1.00,-0.09,0.09,0.05,9854,22.07
0.00,-0.00,1.00,-0.07,0.05,0.02,9859,22.07
0.00,-0.00,1.00,-0.06,0.02,-0.02,9862,22.07
0.00,-0.00,1.00,-0.03,-0.04,-0.05,9866,22.04
-0.00,-0.00,1.00,-0.01,-0.04,-0.05,9870,22.04
-0.00,-0.00,1.00,-0.04,-0.01,-0.02,9873,22.04
-0.00,0.00,1.00,-0.04,0.02,0.06,9877,22.11
-0.00,-0.00,1.00,-0.01,0.05,0.08,9881,22.11
-0.00,-0.00,1.00,0.07,0.06,0.08,9885,22.03
-0.00,-0.00,1.00,0.07,0.05,0.08,9888,22.03
-0.00,-0.00,1.00,0.00,0.00,0.06,9892,22.03
0.00,-0.00,1.00,-0.01,-0.01,0.06,9896,22.05
-0.00,-0.00,1.00,-0.04,-0.01,0.03,9900,22.05
-0.00,-0.00,1.00,-0.04,0.00,-0.00,9904,22.05
0.00,0.00,1.00,-0.03,-0.01,-0.02,9908,22.04
0.00,0.00,1.00,-0.01,-0.01,-0.00,9912,22.04
-0.00,-0.00,1.00,0.00,0.03,0.02,9915,22.04
-0.00,-0.00,1.00,-0.01,0.06,-0.00,9919,22.04
0.00,-0.00,1.00,-0.01,0.11,-0.05,9923,22.04
0.00,-0.00,1.00,0.00,0.09,-0.05,9927,22.04
0.00,-0.00,1.00,0.00,0.06,-0.03,9930,22.05
0.00,-0.00,1.00,0.00,0.02,-0.02,9934,22.05
0.00,-0.00,1.00,-0.07,-0.04,-0.02,9938,22.05
0.00,-0.00,1.00,-0.09,-0.04,-0.03,9942,22.02
-0.00,0.00,1.00,-0.09,-0.01,-0.05,9946,22.02
-0.00,0.00,1.00,-0.06,0.00,-0.05,9950,22.02
0.00,0.00,1.00,-0.01,0.03,-0.00,9954,22.00
0.00,0.00,1.00,0.00,0.03,0.03,9957,22.00
0.00,-0.00,1.00,0.00,0.05,0.05,9961,22.00
0.00,-0.00,1.00,-0.03,0.05,0.05,9965,22.05
0.00,-0.00,1.00,-0.07,-0.01,-0.02,9968,22.05
0.00,-0.00,1.00,-0.09,-0.04,-0.05,9972,22.05
0.00,-0.00,1.00,-0.04,-0.04,-0.08,9976,22.04
0.00,-0.00,1.00,-0.01,-0.01,-0.08,9980,22.04
0.00,0.00,1.00,0.02,0.02,-0.03,9984,22.04
0.00,0.00,1.00,0.02,0.00,-0.02,9988,22.01
0.00,0.00,1.00,0.00,-0.01,0.05,9992,22.01
0.00,0.00,1.00,0.00,-0.01,0.06,9995,22.01
0.00,0.00,1.00,0.00,0.02,0.09,9999,22.05
