X,Y,Z,Timestamp
-386,359,91,13988
-456,312,75,13996
-425,273,-87,14004
-455,347,-138,14012
-493,317,-34,14020
-418,316,38,14027
-468,277,-3,14035
-474,276,-19,14044
-501,357,-139,14052
-432,274,52,14059
-455,267,-78,14067
-431,342,67,14075
-439,352,5,14084
-480,304,-66,14091
-533,308,68,14099
-502,325,-65,14107
-377,255,-83,14115
-466,321,48,14123
-446,306,-15,14131
-438,363,-21,14139
-494,344,-64,14147
-451,270,103,14154
-448,343,32,14162
-422,309,7,14171
-469,176,-75,14179
-487,258,24,14186
-464,370,0,14194
-480,307,-18,14202
-512,302,29,14211
-443,373,-21,14218
-489,342,7,14226
-453,328,-37,14234
-460,275,-19,14242
-472,294,-29,14249
-423,313,-65,14258
-450,365,-71,14266
-444,350,58,14274
-486,327,50,14281
-409,365,-53,14289
-496,321,-5,14298
-396,342,0,14306
-584,349,41,14313
-488,383,76,14321
-499,319,-176,14329
-442,320,-81,14338
-469,233,-63,14345
-531,273,41,14353
-482,308,19,14361
-483,280,-22,14369
-440,303,-76,14376
-457,269,37,14385
-597,284,32,14393
-518,296,-55,14401
-518,342,-55,14408
-437,378,-13,14416
-471,250,74,14425
-416,413,34,14433
-492,258,6,14440
-457,331,30,14448
-427,332,-72,14456
-504,270,-7,14465
-469,258,-102,14472
-499,300,-62,14480
-527,206,0,14488
-442,336,79,14496
-494,255,48,14503
-510,301,-73,14512
-461,351,35,14520
-521,289,-67,14528
-497,322,-56,14535
-502,281,-20,14543
-489,332,-106,14552
-456,281,-183,14560
-425,282,-27,14567
-344,294,-96,14575
-412,284,-81,14583
-451,255,-13,14590
-524,297,-35,14599
-533,300,-71,14607
-531,258,92,14615
-519,253,-6,14623
-487,255,-24,14630
-442,366,42,14639
-459,238,-29,14647
-457,241,31,14655
-440,382,5,14662
-408,337,-73,14670
-480,303,-21,14679
-479,262,136,14687
-378,203,-11,14694
-400,303,44,14702
-471,215,-95,14710
-445,232,-124,14717
-376,239,58,14726
-351,260,-24,14734
-404,240,-43,14742
-462,260,-32,14750
-376,221,-98,14757
-415,266,-43,14766
-359,264,-130,14774
-343,308,-34,14782
-359,332,-13,14789
-435,291,13,14797
-439,279,-54,14806
-406,251,-12,14814
-412,227,-121,14821
-336,332,80,14829
-462,277,96,14837
-423,291,60,14845
-349,229,61,14853
-406,193,-11,14861
-324,295,51,14869
-410,291,11,14876
-384,247,-18,14884
-360,177,10,14893
-285,254,-25,14901
-362,245,-181,14909
-427,262,-176,14916
-381,188,-46,14924
-383,222,-11,14932
-330,230,-116,14941
-358,237,66,14948
-246,284,-72,14956
-306,296,-114,14964
-309,187,28,14972
-318,158,37,14980
-375,174,-52,14988
-365,185,126,14996
-341,305,9,15004
-338,236,74,15011
-397,167,182,15020
-331,209,48,15028
-303,199,23,15036
-278,223,-25,15043
-385,229,-89,15051
-414,219,53,15059
-384,227,-49,15067
-283,175,-68,15075
-374,186,18,15083
-273,191,16,15091
-323,117,-88,15099
-316,196,-151,15107
-301,255,-63,15115
-292,219,38,15123
-308,218,-54,15130
-259,215,26,15138
-327,158,-14,15147
-301,264,-69,15155
-318,250,-75,15163
-250,162,65,15170
-310,170,-148,15178
-237,164,144,15186
-276,138,129,15195
-272,109,-18,15202
-311,159,-27,15210
-292,196,131,15218
-243,210,-51,15226
-207,106,-61,15234
-213,242,-50,15242
-276,205,-49,15250
-223,221,-6,15258
-221,184,-168,15265
-323,205,-70,15273
-214,189,-9,15282
-269,158,-29,15290
-234,271,24,15297
-285,148,39,15305
-255,174,3,15313
-258,106,34,15322
-211,128,70,15329
-191,137,-36,15337
-181,151,50,15345
-168,85,-53,15353
-235,57,-31,15361
-211,130,6,15369
-127,102,-4,15377
-207,94,67,15384
-236,182,68,15392
-202,117,-26,15400
-252,150,-5,15409
-251,182,-3,15417
-315,176,16,15424
-195,147,12,15432
-225,102,-76,15440
-291,165,-32,15448
-245,151,-143,15456
-223,212,-39,15464
-181,170,-96,15472
-241,176,13,15480
-212,181,-64,15488
-219,96,51,15496
-133,92,66,15504
-167,63,-12,15512
-113,145,58,15519
-282,99,-36,15527
-201,122,47,15536
-188,182,-11,15543
-159,134,17,15551
-179,94,50,15559
-165,109,-8,15567
-201,188,25,15575
-248,158,-46,15583
-139,190,39,15591
-175,185,-79,15599
-186,64,-90,15607
-185,224,-55,15614
-212,178,43,15623
-121,176,122,15631
-138,143,22,15639
-85,55,-41,15646
-155,147,42,15654
-156,144,-6,15663
-164,129,86,15671
-116,133,-84,15678
-257,103,1,15686
-252,84,25,15694
-139,96,-4,15703
-259,81,39,15710
-138,60,-1,15718
-135,51,129,15726
-159,134,-48,15734
-207,39,4,15741
-181,138,46,15750
-199,110,-6,15758
-156,183,-106,15766
-140,131,-6,15773
-211,54,18,15781
-177,29,36,15790
-224,169,86,15798
-148,152,37,15805
-210,162,120,15813
-148,139,-39,15821
-162,158,-75,15830
-213,166,72,15837
-194,204,-74,15845
-184,160,-32,15853
-65,110,-75,15861
-155,99,-72,15868
-110,199,8,15877
-119,85,-75,15885
-202,55,-12,15892
-84,99,-9,15900
-159,46,-27,15908
-110,101,-33,15917
-82,103,-15,15924
-174,56,39,15932
-76,47,44,15940
-128,75,87,15948
-183,78,-28,15955
-166,105,-76,15964
-212,168,-64,15972
-103,86,19,15980
-111,130,-9,15987
-104,149,-27,15995
-120,87,-45,16004
-142,103,135,16012
-153,44,15,16019
-105,179,-93,16027
-100,87,27,16035
-73,79,-196,16044
-108,113,31,16052
-158,99,-83,16059
-135,42,-9,16067
-61,141,43,16075
-87,69,29,16082
-152,110,-79,16091
-152,87,85,16099
-146,43,53,16107
-155,108,-67,16114
-127,89,79,16122
-66,93,170,16131
-146,13,13,16139
-27,7,0,16147
-83,85,-9,16154
-197,37,49,16162
-91,52,-104,16171
-120,130,-35,16178
-61,111,-114,16186
-158,109,-161,16194
-145,49,-75,16202
-13,51,-84,16209
-132,139,19,16218
-184,114,-5,16226
-108,82,13,16234
-124,53,-9,16242
-71,25,150,16249
-97,92,-51,16258
-137,73,-59,16266
-64,43,-42,16274
-101,140,-55,16281
-146,23,127,16289
-128,41,-36,16297
-114,57,112,16305
-130,100,-13,16314
-101,191,-61,16321
-155,102,-29,16329
-55,113,-100,16337
-59,9,-20,16345
-72,144,29,16353
-73,33,-60,16361
-18,82,44,16369
-102,53,-26,16376
-168,30,-53,16385
-200,28,21,16393
-139,132,-19,16401
-86,77,-46,16408
-125,100,69,16416
-63,9,-10,16424
-116,68,16,16432
-103,84,-80,16440
-115,25,6,16448
-163,51,-53,16456
-121,55,-52,16464
-79,72,70,16472
-99,137,17,16480
-142,13,-112,16488
-145,105,57,16495
-136,106,-39,16503
-100,128,-37,16512
-94,74,-52,16520
-145,22,44,16528
-107,129,-27,16535
-110,36,126,16543
-59,56,-110,16551
-111,64,-20,16560
-125,28,138,16567
11,83,-54,16575
-55,3,2,16583
-87,57,-34,16591
-62,122,-92,16599
-94,82,-46,16607
-10,48,90,16615
-101,13,20,16623
-98,57,-40,16630
-94,53,-28,16638
-174,100,-57,16647
-48,86,38,16654
-6,94,-46,16662
-81,98,8,16670
-86,135,-2,16678
-96,50,-10,16686
-93,83,-24,16694
-28,30,-98,16702
-32,59,-76,16710
-23,94,-38,16717
-33,78,-74,16726
-39,9,106,16734
29,83,58,16742
-64,8,-70,16750
-29,46,76,16757
-76,55,40,16765
-39,38,-78,16774
-96,38,48,16781
-82,75,38,16789
-20,54,40,16797
47,11,-75,16805
-10,76,32,16814
-32,82,44,16821
-65,87,-128,16829
-30,60,95,16837
-114,12,157,16844
-109,136,-28,16852
-6,69,-96,16861
-86,28,43,16869
48,66,-60,16877
-172,53,-50,16884
-77,124,-18,16892
-52,5,-34,16901
-41,48,40,16908
-78,106,22,16916
-48,-76,-49,16924
-76,-10,170,16932
-173,17,-146,16941
-88,1,110,16948
-36,76,-68,16956
-51,-17,-56,16964
-45,87,-62,16972
-82,103,-6,16979
-47,129,-4,16988
-81,41,-114,16996
-109,14,-100,17003
-112,-4,-74,17011
-46,22,-80,17019
-83,113,-146,17028
-101,53,112,17035
-79,82,6,17043
-69,-28,-20,17051
-53,59,8,17059
-96,-12,44,17068
6,39,-13,17075
-34,69,79,17083
-72,-22,30,17091
-52,8,39,17098
19,31,18,17106
-48,21,-8,17115
-126,37,125,17123
-38,71,-71,17131
-52,118,-37,17138
-97,-6,13,17146
-53,62,-73,17155
-48,44,-147,17162
-13,58,1,17170
-40,101,-75,17178
-20,9,-77,17186
-54,-33,-103,17193
-83,27,-85,17202
-112,3,-23,17210
-100,41,-25,17218
-65,-23,17,17226
-102,16,17,17233
-54,15,81,17242
-49,98,83,17250
-27,20,37,17257
24,-10,8,17265
-52,55,131,17273
-74,17,-77,17282
-66,77,-33,17289
-83,41,-5,17297
-28,33,29,17305
-73,22,-19,17313
-32,59,-63,17321
-12,55,73,17329
20,59,-3,17337
-98,113,-101,17345
17,7,90,17352
-24,92,63,17360
-74,43,11,17369
-58,-1,11,17377
30,81,-49,17385
-126,29,-11,17392
16,-11,20,17400
51,92,-95,17409
-64,87,5,17417
-105,29,15,17424
-51,16,-47,17432
-8,26,-97,17440
11,94,-5,17447
-84,77,-37,17456
-99,97,49,17464
-145,104,-27,17472
-93,79,7,17479
-24,44,-119,17487
-59,38,-21,17496
-50,28,-49,17504
-22,-20,81,17511
69,24,38,17519
2,67,-83,17527
-19,97,59,17536
-3,17,23,17544
-7,-29,36,17551
-47,25,-107,17559
26,-102,-126,17567
-50,-6,0,17575
-73,112,-37,17583
-89,32,11,17591
-72,31,55,17599
0,-31,52,17606
-41,80,5,17614
-38,-68,30,17623
19,-20,58,17631
-47,99,41,17638
26,20,-22,17646
46,3,-86,17654
44,13,-24,17662
1,41,-45,17670
-69,-14,19,17678
-25,24,3,17686
-107,78,39,17694
-86,10,-63,17701
-54,40,41,17710
-100,26,-41,17718
-19,44,-57,17726
-80,22,17,17733
-17,39,-65,17741
41,45,-74,17750
-64,33,65,17758
-59,101,13,17766
-67,16,-11,17773
7,31,5,17781
-1,67,-97,17789
-56,25,101,17797
-47,5,9,17805
25,5,-58,17813
-28,37,-35,17821
-10,63,-39,17828
-20,60,-5,17837
-9,77,75,17845
-76,7,-19,17853
-52,42,-131,17861
-10,0,29,17868
-53,65,-55,17876
5,74,-61,17885
-5,54,-59,17892
-57,94,63,17900
-6,36,-51,17908
-53,55,229,17916
35,-57,-36,17924
-33,46,-33,17932
-54,-9,-87,17940
27,-54,22,17948
-37,5,-121,17956
-73,26,17,17964
-56,23,17,17972
37,47,-27,17980
-42,51,-19,17987
-22,68,-127,17995
-18,122,-47,18003
-20,6,-25,18012
-89,30,-44,18019
-47,53,-118,18027
-79,40,1,18035
14,103,105,18043
-26,39,-39,18052
-25,27,-29,18059
-15,11,-24,18067
-52,54,26,18075
-18,27,22,18082
-14,34,-26,18091
-57,12,-42,18099
-78,-11,14,18107
-37,-4,-2,18114
-47,12,6,18122
-20,15,-98,18130
-17,100,-2,18139
-31,-22,66,18147
46,85,66,18154
16,69,72,18162
-60,28,18,18170
65,-7,57,18178
-71,-30,0,18186
2,17,-26,18194
-10,160,-70,18202
16,88,-138,18209
-80,72,-40,18217
-43,75,-50,18226
-87,-2,54,18234
89,30,41,18242
-6,88,186,18249
-30,16,-12,18257
-49,-67,0,18266
-53,19,4,18273
-7,111,-32,18281
-54,27,28,18289
24,-10,15,18297
-79,4,-82,18305
15,34,42,18313
34,51,0,18321
-66,63,-46,18329
-123,-14,-50,18337
-134,74,-16,18344
-63,21,36,18353
-25,62,-60,18361
-61,71,130,18368
-7,31,0,18376
-112,35,22,18384
4,54,-30,18393
-10,54,64,18400
-90,93,-114,18408
-23,50,86,18416
-26,115,56,18424
-4,-42,-65,18432
12,2,125,18440
-25,6,56,18448
16,7,15,18456
11,24,-59,18463
-49,-23,-53,18471
26,13,-44,18480
-10,17,39,18488
-26,38,37,18495
-54,-47,6,18503
-56,25,39,18511
-35,43,-175,18520
-9,4,-63,18527
-21,73,-53,18535
-22,55,-101,18543
10,105,11,18551
-14,85,163,18560
-30,12,47,18567
53,43,-12,18575
-4,-1,63,18583
48,-14,28,18590
33,-10,4,18598
19,19,61,18607
-62,24,1,18615
-73,109,-27,18622
-12,20,107,18630
64,47,-86,18638
-6,34,193,18647
1,70,-87,18654
-45,-13,-107,18662
45,10,20,18670
-60,34,-81,18678
-120,22,-71,18685
-46,62,-161,18694
-40,58,43,18702
2,77,-5,18710
-76,-3,35,18717
-45,36,-139,18725
-49,22,95,18734
-7,77,19,18742
-48,74,79,18749
-13,42,15,18757
44,30,-22,18765
33,55,-173,18774
-64,47,59,18781
-71,88,-113,18789
-66,75,-71,18797
5,28,9,18805
12,-6,-46,18812
-16,78,-23,18821
-84,-51,-75,18829
-7,1,3,18837
26,70,-17,18844
-19,-14,-82,18852
30,-11,58,18861
4,60,-105,18869
85,-17,-6,18876
-3,-6,-50,18884
-49,-20,-15,18892
-12,40,127,18900
29,39,57,18908
40,59,27,18916
-67,59,39,18924
-29,74,-7,18932
-79,52,19,18939
15,79,43,18948
-50,148,-55,18956
-27,71,101,18964
-92,19,-87,18971
-31,5,11,18979
-35,91,-49,18988
79,-11,-38,18996
19,124,-165,19003
70,-15,-88,19011
-32,-66,-84,19019
24,9,52,19027
-7,-26,-2,19035
0,4,63,19043
-29,-80,12,19051
36,-45,44,19059
0,22,55,19066
-54,-45,95,19075
-25,-15,-5,19083
94,-4,-66,19091
47,77,57,19098
38,94,-69,19106
-100,44,-27,19115
-48,75,31,19123
-65,38,69,19130
-27,65,65,19138
-128,101,-123,19146
-113,33,43,19154
-51,56,-117,19162
-34,14,1,19170
-25,87,-47,19178
-52,37,-119,19186
-55,43,33,19193
-106,11,37,19202
-50,-22,39,19210
-14,-18,69,19218
-18,13,115,19225
5,-25,40,19233
41,-84,188,19241
-56,6,19,19250
-44,12,119,19257
-27,8,145,19265
54,31,-46,19273
-14,-83,-28,19281
-10,-4,-46,19289
-68,51,-51,19297
13,41,-79,19305
-78,35,9,19313
7,-12,-60,19320
-57,3,-29,19329
63,37,50,19337
59,103,-33,19345
-75,49,-41,19352
10,-64,-62,19360
85,88,83,19368
-20,135,-23,19377
-11,45,-37,19384
27,-17,-6,19392
12,60,99,19400
0,-72,6,19408
4,113,11,19416
-6,-36,-14,19424
0,-68,28,19432
-53,4,29,19440
95,-40,32,19447
9,1,36,19456
-63,-15,39,19464
-56,4,-13,19472
-47,52,-73,19479
-45,18,7,19487
-44,59,-141,19495
-30,61,-123,19504
13,28,55,19511
-83,66,-141,19519
27,46,-83,19527
-22,0,5,19535
-22,61,15,19543
61,-93,-116,19551
-47,78,117,19559
-54,42,-13,19567
-26,-40,34,19574
35,73,49,19582
-30,35,83,19591
24,-57,30,19599
61,-29,66,19606
9,29,-39,19614
16,21,-83,19622
-13,3,-111,19631
20,-10,-16,19638
2,43,-87,19646
-122,66,-101,19654
-28,93,11,19662
28,-29,0,19670
-18,51,-99,19678
-49,-74,-144,19686
-53,0,65,19693
-18,76,-39,19701
-37,-15,-47,19709
-66,4,-53,19718
-28,-32,-84,19726
9,-48,-4,19733
-69,27,17,19741
41,19,56,19749
-2,80,3,19758
22,52,29,19765
-12,32,-77,19773
-15,-5,-11,19781
51,-7,50,19789
-67,-13,-39,19796
-23,-23,28,19805
-17,89,-107,19813
-140,13,-103,19821
-48,42,-143,19828
-28,16,-51,19836
37,39,81,19845
21,10,60,19853
17,50,-89,19860
10,55,-17,19868
-6,-18,-48,19876
20,-36,162,19885
-6,39,75,19892
17,50,-27,19900
-37,32,-33,19908
-76,26,211,19916
7,37,83,19923
27,12,22,19932
-45,-28,-23,19940
0,-35,44,19948
-48,43,31,19955
15,64,35,19963
-43,60,-65,19972
7,28,85,19980
0,53,-75,19987
32,30,-25,19995
-12,6,101,20003
28,68,-71,20012
-12,-7,-63,20019
-64,9,81,20027
26,5,-22,20035
24,14,6,20043
44,-50,22,20050
-29,38,39,20059
-35,62,25,20067
56,-5,86,20075
16,26,-17,20082
-93,-42,-91,20090
-14,106,21,20099
2,39,129,20107
-60,-19,49,20114
-66,74,85,20122
-50,-37,-19,20130
-23,16,-27,20139
-1,48,-1,20146
38,57,-53,20154
-42,30,41,20162
15,49,-121,20169
-6,13,-79,20177
18,-48,-130,20186
-1,61,-83,20194
-11,13,-27,20202
10,119,-23,20209
-34,20,15,20217
-43,32,-27,20226
-28,36,17,20234
28,48,1,20241
-35,13,-13,20249
-41,52,39,20257
-146,2,163,20265
-74,36,51,20273
-17,50,-43,20281
-132,29,-37,20289
-65,37,-5,20296
-13,17,21,20304
-34,82,63,20313
-80,2,-65,20321
0,5,123,20329
43,-28,-20,20336
-15,99,-195,20344
36,0,-70,20353
-1,46,75,20361
23,40,-47,20368
38,46,-141,20376
-23,21,-105,20384
17,8,-20,20392
18,46,81,20400
54,1,96,20408
-30,-12,33,20416
-16,57,41,20424
-27,24,17,20431
42,41,41,20440
-98,-27,7,20448
-38,14,-5,20456
-19,16,-5,20463
-50,17,-101,20471
-82,21,9,20480
-2,19,57,20488
-28,7,-90,20495
2,19,-68,20503
11,-27,-19,20511
-71,39,-80,20519
87,19,101,20527
55,22,11,20535
53,26,-27,20543
-11,8,-70,20551
-11,-26,19,20558
-2,15,-59,20567
29,36,-53,20575
-56,-47,-66,20582
-25,5,-57,20590
-30,22,-77,20598
22,7,-10,20606
3,-2,65,20615
-44,68,22,20622
55,62,-126,20630
-67,-8,-28,20638
-6,89,-29,20646
-11,50,22,20654
20,73,-2,20662
3,17,-4,20670
-23,10,-148,20678
48,39,-65,20685
-43,66,-74,20694
-11,46,54,20702
50,15,-43,20710
-22,-36,43,20717
-57,1,-4,20725
-25,27,-120,20733
-80,-44,42,20741
-1,30,2,20749
0,55,8,20757
-37,60,54,20765
30,2,-23,20772
-41,0,70,20781
23,22,94,20789
26,11,49,20797
-25,18,22,20805
72,41,-63,20812
50,36,-63,20820
26,-18,-19,20829
49,8,7,20837
-53,71,-2,20844
-7,50,-42,20852
-81,80,6,20860
-9,16,-36,20869
-21,-70,-31,20876
-77,67,-22,20884
1,87,-18,20892
32,26,152,20899
60,38,101,20908
-22,-18,-10,20916
-57,34,44,20924
18,59,96,20931
63,77,0,20939
-17,-44,41,20947
-28,30,70,20956
23,-20,-99,20964
-54,5,64,20971
-51,-51,-11,20979
-16,33,100,20987
-128,5,-2,20996
40,-3,65,21003
-13,0,-46,21011
8,-26,-31,21019
-64,64,-52,21026
-3,8,10,21035
-19,-23,-7,21043
-47,36,-48,21051
69,95,-98,21058
20,-30,17,21066
-27,4,-46,21074
-78,27,-94,21083
-43,-32,-46,21090
53,-22,-107,21098
6,4,38,21106
0,47,-62,21114
-20,-59,17,21123
-12,37,28,21130
-22,32,6,21138
7,21,-85,21146
-66,13,32,21154
10,-12,33,21161
37,-5,0,21170
-28,-102,57,21178
-3,25,0,21185
-77,1,61,21193
-36,4,-19,21201
-55,16,59,21210
9,22,7,21218
4,-6,-32,21225
55,-124,-56,21233
-10,9,115,21241
12,-25,18,21250
58,23,8,21257
-24,44,-223,21265
-43,-11,-61,21273
-48,60,-91,21281
43,37,-176,21288
10,33,-101,21297
-144,-3,49,21305
50,86,-110,21313
-23,95,-139,21320
-93,14,11,21328
-14,-1,35,21337
-54,33,111,21345
48,31,-60,21352
-3,10,5,21360
-26,-68,-10,21368
-86,37,-103,21377
-25,-37,49,21384
25,-41,54,21392
-20,-17,63,21400
-19,-63,-4,21408
-19,18,9,21415
36,-10,4,21424
11,41,-49,21432
13,15,73,21440
-28,60,5,21447
-9,53,-17,21455
-24,6,-97,21464
1,-9,-74,21471
-9,-31,-38,21479
-35,31,-101,21487
-29,42,-111,21495
0,48,-31,21504
-44,95,53,21511
-23,-49,-36,21519
-62,25,-3,21527
-36,-8,21,21535
11,12,28,21542
-24,27,61,21551
19,-43,84,21559
27,48,87,21566
22,-33,28,21574
17,26,79,21582
11,-31,-20,21591
-11,-33,-18,21599
-47,19,-149,21606
-38,-51,-23,21614
1,8,33,21622
-83,-22,-13,21630
-16,103,-145,21638
0,7,-84,21646
-7,77,-65,21654
9,50,-193,21661
3,10,79,21669
-40,41,-69,21678
20,20,-88,21686
15,11,-46,21694
-19,50,-67,21701
-30,32,31,21709
-44,58,53,21718
-10,-7,31,21726
-26,-2,33,21733
25,-48,48,21741
-69,-2,-19,21749
-16,71,93,21756
-15,45,-17,21765
10,-35,-10,21773
-22,-35,48,21781
-11,-25,77,21789
-57,59,25,21796
-35,-78,-6,21805
40,35,-25,21813
18,132,19,21820
6,18,-100,21828
61,17,-34,21836
-2,-13,-66,21844
-36,3,0,21852
-4,81,-65,21860
-58,22,31,21868
45,44,-56,21876
-66,3,31,21884
31,-61,-136,21892
30,-9,52,21900
-58,41,193,21908
-21,5,65,21916
-30,-16,-42,21923
69,10,94,21932
-3,13,25,21940
-5,-20,83,21948
63,-45,-50,21955
36,-33,-68,21963
62,-23,-8,21971
-50,-2,-17,21979
15,-29,-48,21987
27,-43,-54,21995
10,15,-46,22003
35,14,24,22010
-1,-3,5,22019
13,-32,32,22027
31,8,-50,22035
-40,100,-159,22043
22,-30,96,22050
-1,43,151,22059
13,49,-78,22067
-19,37,65,22074
31,-35,20,22082
-30,-13,-33,22090
19,-47,12,22098
28,-5,80,22106
-11,51,7,22114
25,-18,0,22122
-34,6,11,22130
-54,70,1,22137
-29,43,0,22146
-13,55,-62,22154
65,35,20,22162
-22,33,-39,22170
-31,25,-21,22177
29,21,-84,22185
82,69,-14,22194
-69,-26,-7,22202
-60,8,-47,22209
113,12,22,22217
-25,-16,11,22225
-43,-24,55,22234
-8,-24,0,22241
-11,-19,19,22249
23,-45,-43,22257
24,-53,-65,22264
33,-43,25,22273
104,-38,-102,22281
-3,-23,-29,22289
9,-52,-74,22296
45,21,-24,22304
-56,56,5,22312
-4,7,35,22321
9,40,-56,22328
9,20,168,22336
16,-25,-44,22344
9,5,14,22352
-67,8,1,22360
7,4,66,22368
-8,-8,-101,22376
10,-23,85,22384
18,-33,-30,22392
39,-63,79,22400
-20,-17,-23,22408
-69,-5,-43,22416
27,63,22,22424
-44,55,-107,22431
18,-9,40,22439
-51,-2,-51,22448
-11,-57,-113,22456
-32,-93,-55,22463
-1,0,-15,22471
-14,23,29,22479
49,-39,60,22487
-8,8,-1,22495
-28,-69,25,22503
32,37,10,22511
-10,25,24,22519
44,34,58,22526
20,34,98,22535
3,24,50,22543
100,-51,52,22551
21,23,-12,22558
106,-31,70,22566
-19,-45,-7,22575
33,-44,2,22582
25,-21,-8,22590
27,-35,-32,22598
35,-15,-48,22606
-5,-48,-55,22614
-3,23,-102,22622
0,47,-30,22630
57,-59,-74,22638
22,-29,-20,22646
-87,-11,-17,22653
-24,27,-29,22662
17,0,106,22670
72,39,0,22677
69,-8,52,22685
35,34,54,22693
11,-16,-42,22702
-42,4,51,22709
-39,7,-41,22717
-74,-46,-17,22725
-18,-108,-23,22733
67,21,-64,22740
1,69,-28,22749
-36,-64,81,22757
-21,46,-63,22765
-46,-46,-15,22772
-25,-44,33,22780
-4,-16,-158,22789
25,-36,-76,22797
-80,-81,-33,22805
-6,-27,-23,22812
6,-46,16,22820
17,-15,-244,22829
51,52,-162,22836
33,-20,80,22844
-56,96,-153,22852
72,-11,4,22860
-28,51,11,22867
6,23,14,22876
-21,67,159,22884
9,67,-24,22892
-30,67,-43,22899
-17,-85,-66,22907
-43,-22,5,22916
-114,67,-11,22924
9,-12,80,22932
25,-2,-6,22939
-35,100,-29,22947
-24,48,-25,22956
28,19,-22,22963
73,-51,-178,22971
-24,65,-43,22979
-16,-28,-93,22987
-20,23,-77,22994
-4,19,-80,23003
-70,27,27,23011
3,-40,118,23019
74,-49,-100,23026
-44,58,41,23034
-4,-16,65,23043
28,-14,126,23051
-52,18,37,23058
0,-16,13,23066
-52,36,55,23074
10,65,56,23083
2,-61,-77,23091
-56,20,-39,23098
-51,10,-169,23106
-9,13,37,23114
-57,67,-33,23121
102,1,-100,23130
-83,7,-43,23138
-42,156,-81,23146
2,-14,-116,23153
8,-46,5,23161
28,74,-90,23170
-50,-55,15,23178
-78,-11,29,23185
27,-33,46,23193
-69,16,-33,23201
42,57,16,23209
-21,-33,-1,23217
68,33,64,23225
20,95,128,23233
-30,21,73,23241
7,31,14,23248
45,26,-10,23257
-25,67,-89,23265
-22,44,0,23273
16,-17,-60,23280
53,-58,-16,23288
24,-61,-56,23297
37,71,40,23305
42,-30,-60,23312
98,-68,-56,23320
-88,-33,-3,23328
45,-52,-68,23336
7,-16,11,23344
-60,-69,113,23352
54,-9,-62,23360
60,-58,34,23368
-11,-7,-70,23375
-12,67,145,23384
37,-1,38,23392
-65,-45,67,23400
-7,18,59,23408
21,84,14,23415
-68,-35,45,23424
-26,32,67,23432
87,-38,-108,23439
58,-23,125,23447
21,11,-36,23455
-45,6,-29,23463
83,39,54,23471
-46,-20,-61,23479
-62,0,-17,23487
-16,45,-4,23495
-61,1,-50,23502
25,-27,-2,23511
0,21,49,23519
34,-7,81,23527
-8,24,47,23534
1,-24,67,23542
-44,-55,-82,23550
94,57,22,23559
-6,-17,59,23566
-66,9,-7,23574
88,-90,-34,23582
-25,6,27,23590
-24,8,71,23598
-12,-28,-82,23606
50,68,-130,23614
9,12,23,23622
-82,40,-47,23629
8,45,-56,23638
21,-4,-86,23646
43,65,-30,23654
-70,3,-63,23661
-31,80,107,23669
-18,15,33,23677
46,-70,-16,23686
-6,1,137,23693
1,35,65,23701
-41,86,-3,23709
15,1,10,23717
8,-106,-21,23725
20,11,-69,23733
75,48,-117,23741
-36,51,17,23749
66,68,77,23756
60,-39,-31,23764
-10,-20,-48,23773
-14,45,-42,23781
-42,-19,17,23788
-34,10,-4,23796
23,65,-43,23804
-30,47,26,23813
47,71,23,23820
-47,7,80,23828
23,14,-3,23836
57,0,71,23844
-27,-37,-4,23852
-68,-28,-28,23860
88,58,53,23868
-57,20,70,23876
-24,21,82,23883
29,15,106,23891
-69,19,-153,23900
3,19,-31,23908
24,41,-145,23915
0,11,-23,23923
11,-35,-16,23931
-48,0,-24,23940
-35,41,-25,23947
-57,-42,-110,23955
7,-19,70,23963
35,-55,-49,23971
-7,-50,50,23979
-3,0,-21,23987
-92,68,-2,23995
45,-2,-99,24003
51,75,17,24010
-35,-15,-84,24018
-79,95,-87,24027
-2,38,-67,24035
-88,-26,-150,24042
-108,-37,-70,24050
-29,37,-61,24058
36,-26,48,24067
15,57,37,24075
23,-71,-51,24082
-7,-118,64,24090
60,10,-95,24098
80,55,-61,24105
16,18,30,24114
-80,-18,-34,24122
-27,5,0,24130
7,2,-73,24137
-63,26,-62,24145
2,14,-63,24154
14,-3,15,24162
-4,78,92,24169
-85,62,32,24177
90,88,31,24185
-21,-3,-127,24194
-76,-65,38,24201
-18,-5,-8,24209
-20,60,-4,24217
34,-16,-89,24225
86,15,-159,24232
-78,19,-10,24241
-59,-24,-141,24249
-24,45,-67,24257
0,41,-9,24264
-26,5,-25,24272
-9,-107,-16,24281
-5,1,136,24289
29,-90,130,24296
47,-6,54,24304
3,-5,-6,24312
22,64,-3,24321
36,18,-125,24328
-22,5,0,24336
7,29,-23,24344
24,-27,-24,24352
4,80,-73,24359
-44,26,-5,24368
14,32,79,24376
-92,66,-65,24384
-79,-11,-24,24391
-32,22,0,24399
9,-73,-44,24408
34,14,19,24416
-1,10,154,24423
-72,-44,-84,24431
49,-55,-98,24439
14,63,35,24448
46,-19,-20,24455
92,-52,26,24463
-59,-68,52,24471
-72,5,-57,24479
66,40,-65,24486
-17,-1,52,24495
-73,-26,-20,24503
-58,48,18,24511
-36,-16,60,24518
-50,58,-5,24526
-13,31,9,24535
-18,-11,76,24543
-87,74,-21,24550
