X,Y,Z,Timestamp
19,8,29,24558
-74,15,31,24566
-8,-74,-18,24574
-15,-14,-33,24582
73,29,-79,24590
-69,-20,-107,24598
35,-103,-10,24606
21,-11,142,24613
28,25,43,24622
-34,-16,8,24630
27,-10,-7,24638
-39,-10,78,24645
32,86,27,24653
7,-8,-31,24662
-14,-20,-42,24670
-15,61,-31,24677
14,63,-75,24685
-48,26,-71,24693
128,27,-13,24701
14,-29,2,24710
-6,80,-59,24717
-33,11,-21,24725
0,-3,0,24733
30,-11,-55,24740
-83,-44,-30,24749
-55,32,-79,24757
31,29,-95,24765
-12,27,98,24772
19,81,-131,24780
38,0,-33,24788
34,-20,-59,24797
14,5,-37,24804
-96,35,148,24812
22,-17,58,24820
11,-2,13,24828
65,33,61,24836
-11,121,53,24844
16,48,43,24852
-86,-1,74,24860
-39,24,34,24867
0,50,47,24876
24,41,29,24884
-23,4,56,24892
9,0,96,24899
49,5,-11,24907
-12,-1,-67,24915
17,-8,20,24924
33,45,-23,24931
19,21,80,24939
-86,-27,-90,24947
-67,24,4,24955
66,4,-91,24963
-10,-80,0,24971
-13,-37,-22,24979
65,-26,108,24987
-5,8,-69,24994
-6,42,35,25003
42,45,-25,25011
-7,18,-57,25019
22,2,30,25026
17,6,-7,25034
-35,82,-57,25042
-53,-42,-6,25051
-21,-25,40,25058
-51,-74,40,25066
18,8,-23,25074
33,-21,-99,25082
7,-28,68,25090
37,-59,15,25098
-10,38,-35,25106
48,32,51,25113
-21,27,-67,25121
56,94,-77,25129
37,38,-47,25138
-68,13,20,25146
-9,-11,52,25153
10,59,1,25161
33,-21,51,25169
27,75,-85,25178
-11,-60,92,25185
73,52,41,25193
-88,35,-140,25201
34,-7,7,25209
37,71,-17,25217
-26,34,-71,25225
37,58,-87,25233
152,42,-17,25241
91,17,-27,25248
-70,14,34,25256
16,-44,-93,25265
13,-17,-37,25273
-10,-36,-50,25280
53,0,-63,25288
1,0,48,25296
77,-60,1,25305
0,-60,-10,25312
35,78,-87,25320
10,4,36,25328
-57,-50,-72,25336
16,-15,8,25344
-22,62,7,25352
60,57,49,25360
-3,22,-95,25367
-49,-82,-133,25375
3,6,-35,25383
15,-53,-41,25392
38,0,23,25400
6,53,-65,25407
-29,48,-20,25415
7,51,72,25423
-31,80,76,25431
-68,72,-54,25439
57,27,29,25447
0,-16,-11,25455
-25,-78,52,25463
6,55,116,25470
-43,-31,58,25479
24,13,-5,25487
31,-47,28,25494
-21,-16,2,25502
-36,-20,24,25510
-56,93,6,25519
5,-7,78,25527
-25,-9,-10,25534
29,47,-11,25542
43,-28,-43,25550
-11,40,26,25559
-83,2,24,25566
-10,8,8,25574
-68,72,92,25582
-50,47,-24,25590
5,26,42,25597
22,51,128,25606
-38,17,-129,25614
41,-3,-77,25622
34,30,-19,25629
-22,7,-107,25637
4,19,-17,25646
-52,24,-107,25653
40,-29,-83,25661
13,-40,52,25669
66,19,-13,25677
44,-3,-43,25686
2,-4,-11,25693
14,-62,0,25701
-6,75,103,25709
-64,-75,-16,25716
0,-110,24,25724
-7,20,-5,25733
31,31,-157,25741
-57,-1,68,25748
55,57,-39,25756
27,31,-7,25764
19,-23,-64,25773
-51,49,-89,25781
-27,62,-66,25788
-90,84,-115,25796
-21,25,-33,25804
-86,71,-38,25811
17,1,49,25820
0,-25,41,25828
-13,-8,49,25836
-1,-22,201,25843
0,4,27,25851
47,88,4,25860
-47,48,2,25868
-58,-75,17,25876
-11,33,-16,25883
46,-3,-17,25891
-21,39,14,25900
-2,-19,-120,25907
-127,-37,-50,25915
-2,66,-82,25923
-70,-43,-27,25931
23,21,103,25938
-55,-18,49,25947
26,-1,41,25955
-22,31,-84,25963
-86,12,48,25971
-36,67,-18,25978
-52,54,16,25987
-85,0,-22,25995
2,17,161,26003
61,-8,-68,26010
-3,44,56,26018
-4,-14,73,26027
37,36,71,26035
-16,32,-58,26042
31,64,-36,26050
-9,24,-74,26058
-43,8,-22,26066
10,18,39,26074
0,-10,-9,26082
-70,0,-4,26090
-29,-32,10,26098
29,-15,7,26105
-20,-46,-1,26114
27,-29,-21,26122
-44,5,4,26130
45,-12,-45,26137
-11,28,76,26145
124,-95,31,26153
-35,66,-36,26162
11,-49,13,26169
39,-8,17,26177
-20,22,-4,26185
-26,15,121,26193
-8,-45,-6,26201
82,-26,9,26209
-28,58,6,26217
-10,-65,15,26224
-54,-59,-16,26232
-17,34,-50,26241
87,21,-113,26249
44,-28,23,26256
1,81,-16,26264
32,73,-114,26272
4,-4,-8,26280
-27,12,-64,26288
-3,-67,13,26296
100,-5,-74,26304
22,-95,11,26312
41,-99,143,26319
-19,-52,4,26328
26,-10,-128,26336
-5,-15,-144,26344
-60,39,-101,26351
-22,-16,52,26359
12,-70,-6,26368
-18,38,-19,26376
-18,38,-27,26383
30,73,-47,26391
-37,5,-42,26399
63,93,-6,26407
17,20,-46,26415
-28,-23,-74,26423
-2,-38,-68,26431
-59,-33,-28,26439
40,26,-84,26446
-74,-83,-88,26455
1,-32,-24,26463
51,-47,-22,26471
-38,-32,53,26478
-15,5,-22,26486
-22,-14,-40,26494
-16,-35,34,26503
-13,-38,74,26510
-40,31,-10,26518
16,-95,49,26526
-17,46,-116,26534
-27,17,12,26543
49,29,83,26550
44,-23,13,26558
-49,62,66,26566
35,40,-61,26573
-17,30,4,26582
-76,-14,-38,26590
-32,34,16,26598
32,22,-89,26606
-7,69,-19,26613
-34,-5,134,26621
-79,11,-12,26630
0,-17,-2,26638
-101,52,-18,26645
-27,23,70,26653
41,-56,-13,26661
33,64,-103,26669
-85,-10,54,26677
88,0,-23,26685
34,36,-51,26693
50,-14,97,26701
30,-23,-26,26708
-29,53,-25,26717
14,-13,-26,26725
-37,-56,-124,26732
-90,-68,90,26740
-29,18,-86,26748
-28,-65,-6,26757
109,-45,-4,26765
4,-96,-128,26772
-22,-6,-54,26780
6,0,-64,26788
14,-17,-128,26796
-66,54,41,26804
50,18,-55,26812
36,30,201,26820
-20,13,217,26827
-16,92,7,26835
-13,54,103,26844
-12,39,-1,26852
8,83,145,26860
-10,62,-33,26867
65,-49,34,26875
12,-31,148,26884
101,-7,72,26892
-1,-44,-8,26899
-19,-28,4,26907
-39,-17,-36,26915
37,9,45,26923
-64,-63,-72,26931
15,-76,-50,26939
-22,4,-90,26947
-4,-80,14,26954
-1,-77,-22,26962
36,-90,8,26971
57,-11,89,26979
72,-11,-45,26987
-37,3,4,26994
-40,68,35,27002
-17,2,-20,27011
57,83,27,27018
-21,31,159,27026
13,-57,-100,27034
16,98,33,27042
-56,-15,-8,27051
28,-17,-81,27058
-47,-20,-48,27066
6,-47,-56,27074
-1,-48,-68,27082
-57,-95,-86,27089
20,-67,-66,27098
-67,-28,-10,27106
-7,-25,-66,27114
11,-77,-106,27121
-13,-45,-80,27129
-52,-11,-44,27138
-28,-21,30,27145
1,95,21,27153
106,7,45,27161
-16,-9,86,27169
1,16,-27,27176
19,79,51,27185
8,-4,15,27193
71,35,77,27201
2,54,65,27209
46,78,107,27216
61,32,-131,27225
-22,-69,56,27233
-58,-7,34,27241
19,-26,-114,27248
-41,-62,-110,27256
16,56,-37,27265
-39,-61,-26,27273
-22,-2,-74,27280
-22,-10,-24,27288
-22,-64,14,27296
73,35,-59,27304
12,-3,-1,27312
-56,2,32,27320
-11,-31,24,27328
24,68,39,27335
69,0,-13,27343
-4,-32,14,27352
-8,12,27,27360
38,26,17,27368
-23,10,-92,27375
45,-19,81,27383
-37,-47,-26,27392
5,-8,-22,27400
-43,1,6,27407
-61,-55,-134,27415
-20,-35,-6,27423
104,60,5,27430
77,-24,13,27439
-10,-17,-48,27447
-30,120,33,27455
-28,34,-80,27463
-36,4,-144,27470
-4,-49,84,27479
-1,46,-13,27487
-45,-20,60,27494
66,-9,69,27502
55,0,51,27510
0,9,-14,27518
-34,-35,84,27526
-45,18,38,27534
-50,48,-16,27542
16,89,2,27550
-18,63,44,27558
-79,35,62,27566
-100,68,-4,27574
31,-49,-61,27582
87,-16,25,27590
13,22,89,27597
57,-83,-31,27606
-86,-71,-60,27614
26,-42,41,27622
-10,-24,-6,27629
32,-73,-19,27637
-21,-31,-60,27645
-24,-15,-136,27654
35,21,-5,27661
33,35,5,27669
-6,15,-42,27677
-53,-27,-56,27684
-56,8,12,27693
46,26,-11,27701
-70,46,-68,27709
33,105,87,27716
-4,57,-50,27724
-42,50,-46,27732
5,18,31,27741
-21,-11,-64,27749
-22,21,-4,27756
44,-63,-81,27764
37,-51,-59,27772
-14,27,0,27781
-19,18,-2,27788
-23,-36,56,27796
18,13,-1,27804
33,15,-73,27811
-55,-33,-16,27820
10,-63,87,27828
53,-39,7,27836
7,59,-60,27843
-24,25,12,27851
-55,2,86,27859
39,12,-59,27868
87,61,-29,27876
30,36,-7,27883
-16,79,-34,27891
32,83,-85,27899
-16,-26,38,27907
41,56,13,27915
-71,37,-28,27923
3,10,1,27931
21,-30,87,27939
-3,1,54,27947
79,-54,19,27955
28,12,29,27963
72,-33,127,27970
-76,-28,4,27978
-105,-28,0,27986
32,-50,-13,27995
65,92,-59,28002
92,49,-47,28010
12,37,27,28018
16,-10,-75,28026
-37,5,-62,28034
3,-47,-16,28042
63,-7,-143,28050
-13,-63,58,28058
90,-57,-15,28066
39,3,-43,28073
44,50,27,28082
-37,0,156,28090
-20,16,-36,28097
-32,48,-112,28105
8,32,-19,28113
-35,6,-4,28122
50,94,-59,28129
-52,24,-22,28137
-32,-19,-18,28145
18,34,119,28153
20,1,35,28161
-76,33,-62,28169
62,24,5,28177
-9,-47,0,28185
82,-21,-31,28192
2,15,0,28200
64,44,-59,28209
-16,68,6,28217
-34,-1,-122,28224
33,44,-66,28232
-6,-44,51,28240
-37,30,0,28249
-22,16,-68,28256
49,-5,25,28264
-11,58,-118,28272
16,-42,-65,28280
-76,0,18,28288
-11,-43,59,28296
103,20,1,28304
-1,21,34,28312
42,69,5,28320
-28,-5,0,28327
-28,76,20,28336
-76,-78,50,28344
-39,54,-18,28352
-44,6,-52,28359
66,0,57,28367
37,21,47,28376
-18,17,40,28383
-67,-10,-78,28391
-148,-45,-70,28399
173,12,9,28407
163,83,17,28416
-93,63,-124,28423
-127,11,-18,28431
3,117,78,28439
40,114,-202,28447
72,15,-41,28454
-40,52,-42,28463
127,69,-23,28471
92,-3,-23,28478
55,-154,17,28486
-64,-23,44,28494
-29,-85,105,28503
103,-38,33,28511
34,-26,-35,28518
41,-62,-71,28526
9,29,-54,28534
-31,-33,-42,28542
-49,-37,-40,28550
-45,22,-108,28558
-20,26,4,28566
82,96,13,28574
67,30,-53,28581
14,46,18,28590
-34,36,-32,28598
-4,-27,77,28605
-53,35,28,28613
43,21,15,28621
48,87,-30,28630
-41,-71,43,28637
-15,2,-14,28645
-13,-75,29,28653
88,-21,-131,28661
29,-14,3,28669
86,-118,-17,28677
88,0,-165,28685
49,-49,-41,28693
10,-5,-108,28701
-15,-25,4,28708
-5,-60,31,28717
39,-3,39,28725
44,16,-21,28732
38,-38,-65,28740
18,84,-15,28748
2,7,89,28756
18,-5,-45,28765
0,43,26,28772
-7,16,129,28780
-104,32,28,28788
-48,162,70,28795
5,30,117,28804
-26,20,-74,28812
60,10,-21,28820
-56,7,-70,28827
53,25,47,28835
8,-54,-103,28844
33,-49,-49,28852
20,-110,-61,28859
61,-67,-119,28867
49,34,7,28875
46,-87,9,28883
92,-32,-31,28891
42,58,-21,28899
-28,-88,73,28907
60,20,149,28915
-4,77,-68,28922
-28,14,-32,28931
-34,66,40,28939
50,49,-54,28947
-63,53,-50,28954
23,10,-23,28962
-10,47,-48,28971
27,-12,-57,28979
-6,-36,-7,28986
-45,-17,76,28994
11,-20,-7,29002
-96,-7,-138,29010
11,-26,59,29018
13,-10,-61,29026
33,-1,-59,29034
44,18,-69,29042
24,-20,9,29049
-3,33,18,29058
3,-19,-55,29066
-11,30,4,29074
-36,-34,-66,29082
4,-101,-67,29089
-30,-4,-16,29097
25,19,53,29106
33,-31,-43,29113
66,-17,15,29121
10,-30,65,29129
-10,-14,-14,29137
52,29,-63,29145
-34,30,12,29153
-74,2,-48,29161
-62,-68,-28,29169
-51,60,-144,29176
8,73,-12,29185
68,87,-71,29193
32,40,93,29201
-35,-21,12,29208
23,16,15,29216
3,-65,0,29224
-66,62,-132,29233
52,-34,41,29240
-23,5,-68,29248
1,-30,-3,29256
-34,-52,147,29264
71,-18,13,29273
-57,-30,8,29280
-51,15,-36,29288
-20,128,-106,29296
-19,-27,24,29304
14,-64,-33,29312
-55,28,-26,29320
-7,-4,-88,29328
3,-65,-81,29335
-21,1,-140,29343
-10,-14,-128,29351
-7,16,-68,29360
54,63,-119,29367
21,15,103,29375
41,-54,-57,29383
7,22,6,29391
23,49,46,29399
0,30,-24,29407
-44,-20,12,29415
1,-15,9,29423
1,-4,-140,29430
26,-20,23,29438
11,-43,51,29447
40,1,49,29455
67,36,-3,29462
110,32,33,29470
86,6,-5,29478
23,-38,-111,29487
45,31,-203,29494
-37,-37,-128,29502
-13,7,-128,29510
11,-26,23,29518
8,19,-40,29527
-75,-29,-114,29534
47,-13,-121,29542
24,9,-15,29550
20,-79,15,29557
30,-48,47,29565
105,39,17,29574
28,10,41,29582
-55,-10,-28,29589
21,-50,23,29597
-5,-18,-65,29605
0,-47,-11,29614
57,-16,-19,29621
48,-30,-69,29629
41,50,-10,29637
20,-6,-45,29645
-43,-21,22,29652
49,40,-16,29661
-23,21,68,29669
-72,0,84,29677
-32,45,-96,29684
26,-36,-67,29692
10,10,30,29701
-50,-26,-94,29709
-10,-17,-3,29716
85,13,171,29724
-37,-51,123,29732
-70,13,-114,29741
-30,-92,41,29748
91,-44,-14,29756
30,-19,14,29764
23,11,72,29772
54,24,12,29779
-26,26,-5,29788
22,-11,20,29796
-23,58,-137,29804
82,85,12,29811
-29,0,51,29819
-6,15,-13,29828
6,30,-83,29836
-48,-21,-1,29843
54,-74,-46,29851
-66,0,55,29859
-57,-36,-53,29868
-27,34,147,29875
6,14,3,29883
-37,8,-61,29891
-11,65,93,29899
57,14,76,29906
86,31,20,29915
-28,-7,-9,29923
0,18,0,29931
11,17,-87,29938
19,-34,-30,29946
-42,0,-29,29955
-73,-98,14,29963
0,-23,-54,29970
-42,14,41,29978
-3,36,39,29986
-54,-41,-81,29995
85,49,38,30002
-23,21,-39,30010
33,0,16,30018
15,-23,-20,30026
-23,62,-57,30033
24,62,41,30042
42,18,138,30050
29,33,-1,30058
66,1,-80,30065
45,-12,48,30073
-16,-32,-22,30082
3,-8,-85,30090
-119,17,43,30097
24,28,-131,30105
-33,-68,-38,30113
1,-17,8,30121
8,18,33,30129
1,9,-17,30137
37,0,58,30145
-15,8,9,30152
47,-32,-42,30160
2,-43,112,30169
38,-16,42,30177
-41,-32,-10,30185
5,-44,32,30192
93,5,31,30200
6,-9,-2,30209
9,-29,-16,30217
5,1,28,30224
-39,-6,24,30232
-23,77,-39,30240
0,-7,-2,30248
-57,37,-1,30256
-20,-84,36,30264
-86,-7,-16,30272
51,-9,-22,30280
55,3,-89,30287
-58,-31,-70,30296
68,9,52,30304
-17,-50,124,30312
74,3,46,30319
-63,-114,126,30327
7,-74,82,30336
107,33,166,30344
28,-29,-54,30352
-37,-7,-85,30359
-20,-75,18,30367
11,33,-91,30375
-24,-44,-134,30383
75,-11,128,30391
19,34,-75,30399
27,42,-113,30407
-57,24,13,30414
0,24,37,30423
-30,-27,-26,30431
15,68,9,30439
-49,98,-9,30446
46,55,13,30454
-32,75,93,30462
-75,1,144,30471
-64,-6,-28,30478
-20,89,-113,30486
-82,-55,34,30494
47,-25,38,30502
18,-5,20,30510
7,25,-3,30518
9,-75,34,30526
8,-161,6,30534
0,46,-27,30541
82,-10,-48,30550
-65,-29,-16,30558
-17,-39,28,30566
50,-13,-26,30573
-58,48,-17,30581
-14,-66,18,30589
37,-8,-51,30598
26,-6,-93,30605
-35,-9,58,30613
-24,-23,46,30621
-36,-7,84,30629
-34,0,29,30637
34,-77,26,30645
-52,5,-77,30653
57,-23,-146,30660
-13,-24,0,30668
-20,12,75,30676
14,28,-79,30685
12,-19,-56,30693
58,43,-33,30700
-21,-9,-6,30708
34,3,66,30716
0,-31,-58,30725
3,29,1,30732
31,0,74,30740
12,33,81,30748
-13,-39,-130,30756
84,52,51,30764
-7,-28,-78,30772
82,-25,-76,30780
13,-23,4,30788
-25,19,53,30795
48,-12,-62,30803
-32,-24,-50,30812
-24,-47,-12,30819
-7,-67,-24,30827
15,-44,-50,30835
-57,5,5,30843
52,-36,-76,30851
-5,98,33,30859
30,17,-61,30867
-78,-6,-73,30875
-63,-8,58,30882
27,-25,62,30891
-4,-14,-104,30899
65,-61,0,30907
-45,-34,-60,30915
7,-109,-34,30922
-17,-30,38,30930
-38,8,-37,30939
74,-31,20,30947
-50,10,75,30954
-21,43,-15,30962
-14,13,35,30970
12,47,41,30978
-2,51,39,30986
-80,97,-121,30994
-3,70,-77,31002
1,63,73,31010
-11,16,125,31017
4,2,-1,31026
25,19,55,31034
58,-80,18,31042
21,-30,-22,31049
8,-87,-16,31057
92,-62,78,31066
6,-19,-86,31073
3,-32,-88,31081
-22,7,-23,31089
6,37,-53,31097
63,7,62,31105
-58,-31,-58,31113
101,-19,-34,31121
59,35,0,31129
-16,-7,-189,31137
-5,68,-85,31144
-67,78,-117,31153
-74,14,-85,31161
-64,-22,-65,31169
-3,19,49,31176
59,-42,98,31184
58,106,35,31193
17,2,4,31201
9,59,-93,31208
-95,-6,-35,31216
15,-39,14,31224
121,-13,-118,31233
10,23,43,31240
19,-21,8,31248
20,14,60,31256
38,-79,-80,31264
21,-25,-46,31271
70,75,-55,31280
-19,4,88,31288
59,25,5,31296
-31,16,-37,31303
-10,23,-95,31311
-49,67,-9,31320
-10,-73,-30,31327
-30,30,-13,31335
-45,-25,56,31343
-26,34,-79,31351
58,47,27,31358
-17,-35,-26,31367
115,28,-39,31375
-96,0,-55,31383
-51,-80,38,31390
34,-20,-10,31398
44,-18,-58,31407
-54,15,-17,31415
93,-40,8,31423
-29,17,47,31430
-2,12,-121,31438
61,-17,90,31447
-12,-57,-6,31455
60,-7,-4,31462
27,-21,-68,31470
-46,-39,-78,31478
-69,43,1,31485
-55,-13,-61,31494
-30,106,-135,31502
67,56,63,31510
-43,-20,40,31517
-98,-10,-3,31525
-8,-74,-26,31534
12,-91,-76,31542
36,13,55,31550
-40,-2,-59,31557
-48,50,-9,31565
-29,-62,-22,31574
12,49,-121,31581
32,-12,12,31589
46,-43,66,31597
-35,-73,-6,31605
12,-39,-62,31612
-44,-2,-16,31621
-7,-22,6,31629
-17,-28,36,31637
0,41,18,31645
-132,-32,35,31652
-51,-41,23,31661
51,15,44,31669
-31,16,-104,31676
11,1,27,31684
-38,28,-62,31692
-80,53,-114,31700
-22,-57,25,31708
52,36,-26,31716
-105,45,6,31724
29,-53,11,31732
-17,-9,-25,31739
-7,-6,-1,31748
-61,-5,-52,31756
7,-21,-17,31764
-37,33,-58,31771
78,-23,13,31779
-11,14,8,31788
55,-40,-13,31796
-23,-37,-77,31804
-39,-40,19,31811
-20,43,-78,31819
-54,19,-20,31827
43,71,-98,31836
-11,47,76,31843
1,-7,-110,31851
30,-42,31,31859
-46,-3,-40,31866
-17,-10,-25,31875
-24,-53,-67,31883
-28,-26,-39,31891
-14,-44,13,31898
-12,5,-2,31906
9,32,92,31915
62,-76,-15,31923
-37,-12,-74,31930
-61,-37,97,31938
37,8,23,31946
-26,-1,26,31954
-11,130,-22,31962
-7,16,0,31970
-17,58,-116,31978
-16,-19,-29,31986
18,23,34,31993
-48,55,-76,32002
-38,-35,35,32010
-47,29,-72,32018
0,-3,-17,32026
33,65,62,32033
-14,8,-64,32041
68,-58,-71,32050
57,-23,-15,32057
36,-74,-19,32065
96,-4,49,32073
-74,-69,-127,32081
-71,31,-106,32089
7,20,16,32097
40,-64,-5,32105
27,9,-178,32113
-15,-5,-26,32121
34,-82,-125,32129
-44,11,20,32137
-20,-11,-16,32145
21,21,42,32153
4,-41,-31,32160
84,-17,-77,32168
53,-81,-85,32177
-21,11,10,32185
-23,-34,43,32192
-29,-63,23,32200
-19,40,-60,32208
-60,39,-56,32217
-104,94,-26,32224
-24,12,-32,32232
-3,76,8,32240
39,40,54,32248
-11,4,4,32256
-20,-74,-19,32264
-14,42,-52,32272
-42,-93,1,32280
39,-24,45,32287
91,16,37,32295
54,6,13,32304
-52,17,26,32312
27,-7,-5,32319
-23,-28,-21,32327
4,2,91,32335
50,-44,-49,32344
-24,32,-86,32351
-62,65,84,32359
11,32,-74,32367
50,28,-54,32374
15,78,-38,32382
-33,-24,43,32391
-94,37,30,32399
-35,-22,13,32407
22,24,-108,32414
2,32,-4,32422
-29,64,-88,32431
65,5,-13,32439
-10,-18,25,32446
-15,-74,-31,32454
-14,-63,19,32462
-107,3,68,32470
75,-21,83,32478
-65,35,-10,32486
-20,-30,-45,32494
25,-56,35,32501
32,5,11,32509
-85,33,-54,32518
-44,18,-174,32526
-69,-7,-128,32534
22,57,-56,32541
2,0,-50,32549
-130,-34,-94,32558
21,-90,-19,32566
-8,-18,37,32573
62,-13,81,32581
-73,-67,27,32589
-50,-16,137,32596
13,-57,39,32605
88,12,11,32613
1,32,69,32621
-6,-9,-48,32629
-71,-42,18,32636
12,-18,-37,32645
-5,42,-52,32653
25,-56,-79,32661
-11,-64,-35,32668
34,69,-68,32676
-72,32,0,32685
-23,91,-26,32692
-31,-16,-34,32700
0,-61,-59,32708
-40,-4,-48,32716
3,-11,23,32723
49,-122,-75,32732
26,-25,21,32740
56,45,0,32748
6,65,54,32756
73,-37,-71,32763
-32,-23,22,32772
-23,-102,-29,32780
38,-46,19,32788
53,2,7,32795
16,-16,-59,32803
-24,-7,-24,32812
52,5,5,32819
-20,7,-10,32827
-34,42,10,32835
16,34,-10,32843
-54,23,-71,32850
-40,-10,-109,32859
-24,-7,-95,32867
-57,37,-63,32875
-39,51,-27,32882
17,5,-83,32890
-2,-16,-10,32899
71,61,70,32907
108,-6,-18,32914
-18,51,16,32922
46,23,182,32930
2,28,129,32939
-52,-27,126,32946
57,33,118,32954
-17,-21,8,32962
32,-73,48,32970
-8,-2,17,32977
27,-22,-40,32986
63,10,-74,32994
-41,6,-31,33002
34,-41,2,33010
62,12,-167,33017
11,43,-9,33026
12,45,-23,33034
31,21,-83,33041
-16,41,-61,33049
0,0,62,33057
-6,13,25,33065
-41,17,1,33073
-15,-56,86,33081
-7,31,43,33089
-14,-63,54,33097
106,31,10,33104
21,-8,14,33113
-15,-31,0,33121
0,-1,52,33129
-32,-18,84,33136
-5,27,152,33144
15,-69,-44,33153
-15,-78,-82,33161
-87,45,-99,33169
-56,-29,-71,33176
-9,64,-55,33184
-16,-38,-67,33192
-2,-36,-90,33201
28,68,59,33208
63,103,-75,33216
-13,40,-121,33224
76,48,30,33232
-46,-10,7,33240
0,-2,34,33248
0,-20,60,33256
42,-118,114,33263
61,3,20,33271
0,-37,-16,33280
-37,8,-77,33288
-11,-5,-1,33296
82,-48,80,33303
22,122,-73,33311
-6,-11,30,33319
5,3,-17,33327
35,4,72,33335
28,-9,-74,33343
66,-55,-80,33351
31,21,-39,33358
19,0,-36,33367
-28,-7,-13,33375
-8,19,67,33383
-53,-83,24,33390
-62,43,91,33398
-107,-46,15,33406
-16,9,-3,33415
46,-49,-34,33423
63,19,6,33430
51,-66,78,33438
104,35,-26,33446
0,-13,92,33455
58,-22,-70,33462
-74,27,1,33470
27,-16,-14,33478
27,-3,-30,33485
-55,59,79,33494
7,-1,86,33502
17,15,0,33510
-3,56,21,33518
32,44,-105,33525
-15,-31,-52,33533
43,6,-48,33542
-38,-54,-14,33549
-31,13,-49,33557
49,-56,-68,33565
21,-71,-100,33573
69,-19,4,33582
111,-64,88,33589
23,-48,-38,33597
26,-34,24,33605
-28,-26,28,33613
-16,85,-43,33620
43,-24,48,33629
79,-36,-62,33637
41,-18,-86,33645
-65,-27,-15,33652
-10,81,-27,33660
-10,53,-21,33669
21,5,4,33677
11,3,-33,33684
37,57,11,33692
52,-33,-14,33700
-18,10,-25,33708
19,20,-93,33716
41,25,-22,33724
1,0,68,33732
30,19,48,33740
-81,23,-43,33747
12,35,-67,33756
38,-8,-124,33764
-52,-32,80,33772
-6,-37,60,33779
16,-53,-46,33787
-54,1,-101,33796
23,-18,70,33804
-10,11,152,33811
29,-41,70,33819
-18,19,-19,33827
20,75,63,33836
-44,16,-91,33843
-19,-34,58,33851
-24,-57,14,33859
1,58,3,33867
-39,-17,-21,33874
-76,-17,-143,33883
36,-47,24,33891
-16,-44,-36,33898
21,10,-51,33906
22,0,-32,33914
-2,19,23,33923
-51,39,31,33930
43,-24,-20,33938
0,-39,-136,33946
62,-7,16,33954
42,85,-15,33961
-75,-37,-65,33970
22,21,-19,33978
51,-66,0,33986
-50,7,3,33993
9,29,-5,34001
28,4,14,34010
116,57,126,34018
112,-50,36,34025
-33,-68,-80,34033
25,28,-23,34041
2,28,27,34050
2,-13,-38,34057
-11,27,-1,34065
-34,0,-75,34073
-35,16,-37,34081
-21,9,59,34088
46,21,-9,34097
-22,35,-93,34105
9,55,15,34113
-9,1,35,34120
17,52,25,34128
5,-57,12,34137
-20,38,29,34145
-2,-76,28,34152
11,7,24,34160
-1,-8,-38,34168
-45,45,-79,34177
-10,29,-57,34184
-68,8,-35,34192
35,-49,46,34200
-18,-4,-153,34208
-22,-45,-6,34215
32,66,-69,34224
55,-10,118,34232
98,-32,-76,34240
32,-6,-50,34247
-12,-37,-8,34255
18,-64,-80,34264
53,-1,-42,34272
17,5,10,34280
45,65,-25,34287
-35,83,-25,34295
-58,-63,-80,34304
-4,14,-5,34311
-38,-54,-68,34319
-25,29,-69,34327
-9,-30,84,34335
25,-12,40,34342
-31,-4,41,34351
-45,15,-27,34359
-40,-20,-2,34367
12,5,4,34374
23,83,-7,34382
-4,-1,-25,34391
-63,7,-43,34399
3,76,-47,34406
17,43,81,34414
-14,16,-39,34422
-17,-47,12,34430
49,2,76,34439
24,-11,-2,34446
-62,-19,-75,34454
-8,-66,26,34462
-36,4,25,34469
8,-46,-48,34478
6,-32,-94,34486
-6,17,37,34494
6,23,67,34501
4,-35,-20,34509
71,-31,-88,34518
75,-106,62,34526
105,23,-110,34534
43,-83,-96,34541
-16,-20,0,34549
-12,43,59,34557
26,-53,-60,34566
30,-38,-46,34573
25,-12,48,34581
-46,8,41,34589
85,4,-6,34596
23,7,-79,34605
-34,2,-21,34613
7,-24,-98,34621
5,46,45,34628
-46,3,41,34636
-22,14,-3,34644
46,-30,40,34653
20,52,-51,34660
37,-15,-8,34668
66,4,96,34676
-53,-74,-88,34684
-13,7,-45,34692
107,-19,8,34700
40,-55,-16,34708
21,11,-79,34716
25,11,7,34723
18,12,-65,34732
-100,-27,74,34740
-56,51,-85,34748
26,38,-13,34756
25,-2,68,34763
-7,9,104,34771
7,101,-5,34780
11,9,-111,34787
-36,14,-5,34795
9,-42,46,34803
0,-9,-69,34811
-17,38,-33,34819
-32,-3,30,34827
39,9,25,34835
-9,50,99,34843
28,-1,-39,34851
37,-19,110,34859
22,-58,24,34867
12,-35,70,34875
42,-52,74,34882
8,-50,-42,34890
-19,-62,40,34898
57,13,-7,34907
32,-4,-6,34914
-121,-19,42,34922
37,27,-1,34930
-13,28,-93,34938
-25,-49,16,34946
-49,24,-87,34954
13,-10,100,34962
-119,25,23,34970
-60,-34,-76,34978
-5,-43,-18,34985
115,26,25,34994
-13,-20,96,35002
-1,-8,54,35009
-30,27,-27,35017
9,-27,76,35025
2,5,21,35034
20,42,29,35041
-7,3,64,35049
41,-59,-12,35057
41,33,71,35065
-8,-22,14,35073
-19,30,81,35081
-47,75,-29,35089
-3,7,-19,35097
-4,2,8,35104
